"Label","ID","Detection quality","Spot N links","Spot center intensity","Spot center intensity","Spot frame","Spot intensity","Spot intensity","Spot intensity","Spot intensity","Spot intensity","Spot intensity","Spot intensity","Spot intensity","Spot intensity","Spot intensity","Spot intensity","Spot intensity","Spot position","Spot position","Spot position","Spot quick mean","Spot quick mean","Spot radius","Spot track ID","Track N spots","AP","AP","Somite","Somite","Somite","Somite"
"",""," "," ","Center ch1","Center ch2"," ","Mean ch1","Std ch1","Min ch1","Max ch1","Median ch1","Sum ch1","Mean ch2","Std ch2","Min ch2","Max ch2","Median ch2","Sum ch2","X","Y","Z","Mean ch1","Mean ch2"," "," "," ","Anterior","Posterior","1","2","3","0"
"","","","","(Counts)","(Counts)","","(Counts)","(Counts)","(Counts)","(Counts)","(Counts)","(Counts)","(Counts)","(Counts)","(Counts)","(Counts)","(Counts)","(Counts)","(micron)","(micron)","(micron)","(Counts)","(Counts)","(micron)","","","","","","","",""
"8","8","","2","259.08292411361526","1436.3260102848847","145","255.33213773314205","28.874012554162196","156.0","301.0","254.0","1067799.0","1342.7890961262553","210.8918080336803","846.0","1907.0","1321.0","5615544.0","676.2613004904099","539.2154333943848","593.3170111115932","245.8421052631579","1258.2631578947369","6.512277776419589","0","155","1","0","0","0","1","0"
"9","9","","2","264.76638570884575","1418.679086049017","144","260.4790470112742","31.222704457570735","166.0","344.0","258.0","1224512.0","1326.7964262922783","241.35478880859822","756.0","1948.0","1283.0","6237270.0","676.0026468309301","538.0920982264565","593.3251598733194","249.14285714285714","1230.2380952380952","6.830134553650706","0","155","1","0","0","0","1","0"
"10","10","","2","266.4007012777881","1491.2073264552814","143","262.73770491803276","32.179659944357354","164.0","366.0","261.0","1250106.0","1406.3207229928541","229.36669194297554","840.0","1883.0","1394.0","6691274.0","679.4491032463122","538.0481750578303","592.3129364198791","253.95238095238096","1272.2857142857142","6.830134553650706","0","155","1","0","0","0","1","0"
"11","11","","2","260.47430903502146","1434.982534506268","142","258.2233684210526","30.496515913472116","146.0","355.0","256.0","1226561.0","1363.212","206.17496689793177","865.0","1863.0","1347.0","6475257.0","681.7140347107706","539.1375497945487","591.8882205667705","249.8","1259.15","6.830134553650706","0","155","1","0","0","0","1","0"
"12","12","256.11820013226367","2","267.0493698697457","1343.048576823764","141","263.3676038606798","31.304093440229014","161.0","167.0","261.0","1255210.0","1261.9179605539236","216.25404540918933","764.0","819.0","1244.0","6014301.0","679.9877013060261","537.5213915506465","590.3558826975138","258.3333333333333","1198.142857142857","6.830134553650706","0","155","1","0","0","0","1","0"
"13","13","208.98224107023717","2","263.053899936972","1320.5884517823142","140","260.56424229721233","29.875307107834104","164.0","373.0","258.0","1243152.0","1243.8954097673443","205.70134403303453","806.0","2114.0","1218.0","5934625.0","680.7419005328322","537.6481708152575","590.8957162665886","253.75","1193.15","6.830134553650706","0","155","1","0","0","0","1","0"
"14","14","246.63552954587817","2","261.32911364302095","1329.153308467907","139","257.69465003171916","30.16136479189099","168.0","352.0","256.0","1218638.0","1232.7707760625924","232.4939538182111","712.0","2183.0","1191.0","5829773.0","681.4823060973306","537.2367580923765","591.1565289335284","252.89473684210526","1159.5263157894738","6.830134553650706","0","155","1","0","0","0","1","0"
"15","15","","2","265.9779462127832","1436.7985333451534","138","263.129257457161","31.233351125576927","170.0","350.0","262.0","1243812.0","1317.5388195472815","268.93079727967006","777.0","2175.0","1267.0","6228006.0","681.8418272906063","535.1539293661749","590.1812289583731","255.9","1226.4","6.830134553650706","0","155","1","0","0","0","1","0"
"16","16","","2","271.37026073462283","1461.6955825752796","137","267.55525267351646","32.1645820408232","170.0","368.0","265.0","1275971.0","1335.6368211365066","282.638778859272","763.0","2055.0","1281.0","6369652.0","680.3767502899032","535.1830832118138","590.424062686817","259.85714285714283","1212.3333333333333","6.830134553650706","0","155","1","0","0","0","1","0"
"17","17","","2","262.5566237497285","1299.8061145356571","136","260.56621961441743","31.026442480766853","164.0","234.0","259.0","1243422.0","1200.4993713327744","239.5078527472244","671.0","1097.0","1138.0","5728783.0","679.0161324557454","533.1777031255299","590.7511634314479","258.25","1153.375","6.830134553650706","0","155","1","0","0","0","1","0"
"18","18","","2","266.30411765192656","1311.4446897386922","135","263.7910605102256","30.823102922306507","175.0","185.0","262.0","1251161.0","1230.4864010120177","235.81316228293144","782.0","887.0","1170.0","5836197.0","679.665901949785","532.9451623873941","590.983110568666","260.4761904761905","1172.4285714285713","6.830134553650706","0","155","1","0","0","0","1","0"
"19","19","","2","272.6466188877143","1371.6229545239494","134","270.09394837071517","31.93901691450863","174.0","213.0","268.0","1276464.0","1292.0135421074904","245.5504142821565","826.0","951.0","1234.0","6106056.0","678.6366687868866","531.8763313359282","589.9203530004391","267.2857142857143","1239.5714285714287","6.830134553650706","0","155","1","0","0","0","1","0"
"20","20","","2","273.4558381261249","1390.8250481868017","133","269.499052830983","34.435794552632366","171.0","203.0","268.0","1280390.0","1289.1372342664702","251.26495745925592","752.0","941.0","1222.0","6124691.0","677.0864814836528","530.7635330823379","588.3922436808639","266.15","1209.5","6.830134553650706","0","155","1","0","0","0","1","0"
"21","21","280.08796261056375","2","274.700095671161","1393.4534725660794","132","270.2556782663055","34.547474397383354","173.0","195.0","268.0","1296957.0","1287.798499687435","234.08946736355713","823.0","879.0","1236.0","6180145.0","678.6140938117803","530.8105774692476","586.7383273154342","266.3636363636364","1206.9545454545455","6.830134553650706","0","155","1","0","0","0","1","0"
"22","22","224.98419214227695","2","268.72800354026606","1306.4981845143147","131","264.48545111994974","33.01572907863802","173.0","196.0","263.0","1263447.0","1213.0849905798618","215.0987587706398","727.0","898.0","1163.0","5794907.0","678.5152208748668","530.2715861615143","586.9366913232857","262.2105263157895","1151.7368421052631","6.830134553650706","0","155","1","0","0","0","1","0"
"23","23","168.80113416560602","2","260.0722730272746","1217.9408034732458","130","257.78713080168774","36.647353688722944","159.0","194.0","257.0","1221911.0","1155.479535864979","165.26798881585498","754.0","867.0","1117.0","5476973.0","677.0225772437655","529.9936365043732","585.0554042113808","257.4","1126.15","6.830134553650706","0","155","1","0","0","0","1","0"
"24","24","220.11667982182072","2","263.4436861215491","1281.9954624822496","129","260.7198566610455","34.843890550987275","161.0","196.0","260.0","1236855.0","1202.5341483979764","188.44839027592633","751.0","894.0","1162.0","5704822.0","678.5284518110029","530.0989408736485","585.098672174034","262.75","1179.75","6.830134553650706","0","155","1","0","0","0","1","0"
"25","25","232.86888261593168","2","258.0500694615502","1276.3628533102822","128","257.30175512793403","37.24777101699429","158.0","202.0","255.0","1216780.0","1201.2825121590188","177.9208319850798","726.0","901.0","1171.0","5680865.0","677.7935411396825","529.0222520313403","583.7797695067247","257.8333333333333","1135.9444444444443","6.830134553650706","0","155","1","0","0","0","1","0"
"26","26","","2","284.8036294578293","1195.8340585587098","127","283.1918272284565","43.30317803069943","143.0","253.0","281.0","1337515.0","1150.1649375396994","171.49711910779644","671.0","1033.0","1102.0","5432229.0","678.9530132353474","529.8240992068523","580.8814143807856","277.65","1099.0","6.830134553650706","0","155","1","0","0","0","1","0"
"27","27","","2","289.29524685838976","1338.716689313875","126","284.1447726796564","43.50904117891037","158.0","199.0","282.0","1356223.0","1257.8726168028493","232.3004865292045","814.0","878.0","1203.0","6003826.0","682.6054758584056","528.3730302665981","581.9489230348335","272.60869565217394","1152.7391304347825","6.830134553650706","0","155","1","0","0","0","1","0"
"28","28","","2","298.30209224938534","1302.5231633429396","125","292.2453508030431","40.03324064744104","183.0","197.0","289.0","1382905.0","1234.6863905325445","223.50208432127047","764.0","879.0","1181.0","5842536.0","682.9262447556388","528.1589580812301","579.4186852228205","279.25","1160.1","6.830134553650706","0","155","1","0","0","0","1","0"
"29","29","314.7431960265861","2","278.92610949814963","1397.2245519552441","124","273.685551811289","41.83967697510977","163.0","181.0","270.0","1299459.0","1315.1434288121313","223.56605177912422","725.0","782.0","1287.0","6244301.0","681.81076472056","526.1940043604558","582.1570223570161","270.95238095238096","1212.7619047619048","6.830134553650706","0","155","1","0","0","0","1","0"
"30","30","328.40737901293056","2","291.03233103075905","1375.0678421483206","123","284.11657977059434","43.724675802954486","172.0","181.0","282.0","1362339.0","1273.3964546402503","246.67045205903514","754.0","800.0","1215.0","6105936.0","680.5646729791295","526.4330694913906","581.3223680736448","276.5217391304348","1173.9565217391305","6.830134553650706","0","155","1","0","0","0","1","0"
"31","31","420.7861253662439","2","290.516830967075","1435.863339433431","122","282.4551522736754","43.609927286409295","163.0","178.0","280.0","1354090.0","1301.535252398832","293.7156251594899","740.0","757.0","1233.0","6239560.0","679.9059479569846","525.5640408349796","581.5930716201322","273.04761904761904","1181.7142857142858","6.830134553650706","0","155","1","0","0","0","1","0"
"32","32","316.15728804413834","2","280.10582497739426","1285.521848524649","121","272.56276150627616","42.183469607028215","150.0","280.0","271.0","1302850.0","1174.0497907949791","234.84163485406782","593.0","1257.0","1124.0","5611958.0","678.8280788886839","525.5174926986149","581.9461532221068","265.7142857142857","1095.047619047619","6.830134553650706","0","155","1","0","0","0","1","0"
"33","33","233.09704874518306","2","275.9575423508673","1195.05723023495","120","269.9816184238327","38.99299685915523","155.0","277.0","269.0","1277823.0","1105.7160363405874","206.31622190701998","659.0","1111.0","1065.0","5233354.0","679.864906769486","525.543606931627","581.3787861361861","265.5263157894737","1042.5263157894738","6.830134553650706","0","155","1","0","0","0","1","0"
"34","34","","2","276.58147844157617","1243.0295612955283","119","269.93542976939204","42.177177019664065","155.0","313.0","268.0","1287592.0","1144.6094339622641","224.4916128663175","696.0","1317.0","1088.0","5459787.0","680.1533543529669","525.7017366232311","580.7292724281259","263.54545454545456","1072.2272727272727","6.830134553650706","0","155","1","0","0","0","1","0"
"35","35","393.52238569506636","2","285.7527614721757","1345.3431224998444","118","277.7436655405405","43.778869334463806","162.0","319.0","276.0","1315394.0","1220.037162162162","283.3749682698061","662.0","1400.0","1146.0","5778096.0","678.1852208963019","526.086166505059","580.9283252307405","263.14285714285717","1103.8095238095239","6.830134553650706","0","155","1","0","0","0","1","0"
"36","36","369.04943635439815","2","288.9426201773427","1305.1600924687043","117","278.0240862032538","51.634196908637925","160.0","262.0","273.0","1315888.0","1175.0169025987745","289.8447826399928","624.0","1048.0","1099.0","5561355.0","677.7212543058065","526.0182943123064","582.4285475305961","258.77272727272725","1055.590909090909","6.830134553650706","0","155","1","0","0","0","1","0"
"37","37","332.75551684347795","2","292.3105196761081","1224.6686547655192","116","282.7107506758162","49.6163875123261","152.0","183.0","280.0","1359556.0","1103.4298190892077","264.4113106798988","567.0","753.0","1049.0","5306394.0","677.308646548875","525.078031089743","583.081219061753","268.57142857142856","1010.8571428571429","6.830134553650706","0","155","1","0","0","0","1","0"
"38","38","298.8664916692075","2","297.10798915395696","1218.106133333987","115","286.7880262322826","49.55015498601091","161.0","212.0","283.0","1355647.0","1110.5804950285594","253.36384773714184","574.0","926.0","1069.0","5249714.0","678.7155867701689","524.3865888955213","584.2055225104424","272.23809523809524","1029.0","6.830134553650706","0","155","1","0","0","0","1","0"
"39","39","320.2579237263552","2","295.3177550863661","1217.0707314513888","114","283.6794019933555","52.40547837183274","151.0","212.0","279.0","1366200.0","1103.705149501661","256.4061141859944","564.0","932.0","1048.0","5315444.0","677.4457229034427","524.300292712489","583.7070941035427","266.8095238095238","1018.4285714285714","6.830134553650706","0","155","1","0","0","0","1","0"
"40","40","356.80431336305924","2","307.0898958491182","1240.1353108476028","113","296.1229131886478","53.27709530544363","169.0","211.0","291.0","1419021.0","1118.775876460768","262.04873240117337","591.0","1001.0","1068.0","5361174.0","677.0139091129673","524.7845820126363","584.5484529508522","266.14285714285717","983.1428571428571","6.830134553650706","0","155","1","0","0","0","1","0"
"41","41","319.2052754903118","2","298.914778234817","1178.6339357486945","112","289.1434599156118","54.29528661697887","161.0","210.0","284.0","1370540.0","1074.1381856540083","235.97596563983655","531.0","1000.0","1045.0","5091415.0","676.2288683521366","524.8312847115562","585.2675450332479","269.09090909090907","965.4090909090909","6.830134553650706","0","155","1","0","0","0","1","0"
"42","42","294.04735362309907","2","296.6822903128669","1151.7341258687143","111","288.2171163575042","51.0170777716893","158.0","373.0","285.0","1367302.0","1053.3284148397977","226.37193619265275","542.0","1153.0","1033.0","4996990.0","675.8350107135461","524.6823518321877","586.408465938635","272.0952380952381","957.8095238095239","6.830134553650706","0","155","1","0","0","0","1","0"
"43","43","","2","285.6895110800982","1162.0306555309305","110","276.5776043863349","50.84572440918942","153.0","207.0","273.0","1311531.0","1055.0016870518768","251.50837514627742","542.0","866.0","1026.0","5002818.0","674.7452824115775","524.7325780450517","586.9976919081734","266.45","949.15","6.830134553650706","0","155","1","0","0","0","1","0"
"44","44","327.1786025858597","2","265.03113510971014","1125.5372165718477","109","257.3322771440642","49.975726895090304","151.0","201.0","251.0","1218211.0","1013.0280946345586","250.89202753147327","524.0","829.0","1001.0","4795675.0","673.2042676555222","524.845684663785","587.4508139407224","247.66666666666666","899.4761904761905","6.830134553650706","0","155","1","0","0","0","1","0"
"45","45","286.9443648865952","2","262.2045637380962","1072.0356706309656","108","253.68391047297297","49.4778262794838","144.0","201.0","248.0","1201447.0","969.734375","238.78614709197564","494.0","826.0","939.0","4592662.0","672.7771167113119","524.5530045451918","587.5269578904793","246.85","907.2","6.830134553650706","0","155","1","0","0","0","1","0"
"46","46","261.98650160119126","2","259.9310126363226","1038.605331941031","107","252.62060939483706","50.08509743113971","134.0","201.0","245.0","1193885.0","941.0943715615742","227.36902475967509","496.0","810.0","894.0","4447612.0","672.1801272693659","524.2400320027261","588.8560442634396","250.08695652173913","892.7826086956521","6.830134553650706","0","155","1","0","0","0","1","0"
"47","47","","2","268.7900556545993","1032.9646674730102","106","258.5592972181552","53.8428917839358","138.0","202.0","250.0","1236172.0","937.8056891863627","217.56016360471406","512.0","775.0","891.0","4483649.0","672.4539999874313","524.5079217185989","587.9003356447115","253.76190476190476","881.1904761904761","6.830134553650706","0","155","1","0","0","0","1","0"
"48","48","282.3629432728571","2","289.85113234511107","1068.6116085262433","105","281.43668763102727","69.12251648720657","148.0","206.0","268.0","1342453.0","972.8184486373166","221.79377414723785","518.0","769.0","967.0","4640344.0","673.4873529054225","526.2546790481315","587.8554918086667","262.5833333333333","872.3333333333334","6.830134553650706","0","155","1","0","0","0","1","0"
"49","49","291.6642793190162","2","341.49536920928705","1123.175948639066","104","331.7241452089489","115.06705964655389","154.0","497.0","300.0","1571709.0","1031.2355424229634","239.80234328543983","531.0","1170.0","1014.0","4885994.0","674.8223670503875","527.8778171449455","588.1676474446439","307.5","945.6","6.830134553650706","0","155","1","0","0","0","1","0"
"50","50","","2","346.1940958939808","1148.8126865476927","103","330.7877712854758","135.75056868779686","158.0","202.0","292.0","1585135.0","1023.4419866444074","290.62059417452986","506.0","792.0","979.0","4904334.0","673.3176300694364","529.0133493995846","587.0078548107587","304.30434782608694","926.9565217391304","6.830134553650706","0","155","1","0","0","0","1","0"
"51","51","","2","330.0195253481529","1055.1246679953554","102","323.0921658986175","133.4686434571765","154.0","304.0","284.0","1542442.0","963.4009216589861","263.47694369882277","510.0","1690.0","898.0","4599276.0","671.7112107665309","530.5580026573289","588.6389896630134","295.17391304347825","875.1739130434783","6.830134553650706","0","155","1","0","0","0","1","0"
"52","52","","2","305.92772138283266","1063.9681543134102","101","298.53014553014555","99.61740715380522","147.0","211.0","271.0","1435930.0","957.8361746361746","276.68524625471576","472.0","828.0","880.0","4607192.0","669.4446870048932","533.2557661308908","590.8571275535395","286.25","888.65","6.830134553650706","0","155","1","0","0","0","1","0"
"53","53","","2","330.3034443265225","1078.0356952541895","100","317.55110554860244","125.14982631857485","143.0","324.0","284.0","1522340.0","966.0548602419691","266.31960651217764","490.0","1489.0","895.0","4631267.0","669.4062340176829","534.2396842152842","591.5730922429779","288.2173913043478","862.2173913043479","6.830134553650706","0","155","1","0","0","0","1","0"
"54","54","271.5922372226272","2","293.73829650719995","990.768622709273","99","280.14759605290783","84.22045035921838","126.0","330.0","260.0","1334343.0","881.7251732101616","251.93958448758937","480.0","1545.0","813.0","4199657.0","667.4489691745378","536.6527157178223","592.0944830061164","281.25","831.1","6.830134553650706","0","155","1","0","0","0","1","0"
"55","55","244.79534455692547","2","300.3526476327718","949.896627483151","98","291.6688393608074","89.04304589045516","149.0","202.0","269.0","1387177.0","854.5914634146342","228.37577700650704","454.0","837.0","811.0","4064437.0","668.0776680512511","537.4947789170462","593.1747247690687","262.8095238095238","773.4285714285714","6.830134553650706","0","155","1","0","0","0","1","0"
"56","56","257.32409138452294","2","278.7472193845814","934.9721705066924","97","271.5941722972973","75.24677318105826","142.0","375.0","255.0","1286270.0","838.5014780405405","218.10943843893236","442.0","1447.0","792.0","3971143.0","667.4159347565732","538.922254987555","593.0053080422459","260.72222222222223","768.3333333333334","6.830134553650706","0","155","1","0","0","0","1","0"
"57","57","","2","335.5351575333644","1115.4452165676148","96","315.4503672612802","102.61233682728232","140.0","191.0","288.0","1503121.0","974.0478488982162","298.82383948857563","456.0","747.0","884.0","4641338.0","670.3497368351875","543.4338960493415","597.2530560659316","289.3333333333333","846.2857142857143","6.830134553650706","0","155","1","0","0","0","1","0"
"58","58","418.8904649325095","2","339.4002319938019","1129.9222505041866","95","314.4880453020134","100.22265261007274","133.0","207.0","290.0","1499479.0","991.050755033557","289.17540503423015","499.0","854.0","912.0","4725330.0","668.886403635139","545.4379629442453","597.0678279203257","303.45","887.45","6.830134553650706","0","155","1","0","0","0","1","0"
"59","59","","2","312.3382303969932","975.09061291614","94","292.4393137047236","85.67228017100048","140.0","289.0","273.0","1380606.0","873.3395467062063","230.4620868056057","449.0","1331.0","819.0","4123036.0","666.4180820965307","550.8462634603648","597.2714842376972","266.85","782.2","6.830134553650706","0","155","1","0","0","0","1","0"
"60","60","","2","329.3422857542299","983.9847585880009","93","302.25823368995174","83.09704310044285","150.0","196.0","285.0","1440865.0","888.9538493811622","229.72766168029503","468.0","809.0","827.0","4237643.0","665.2881278988149","554.0069940753262","599.3948893518238","275.42857142857144","818.4285714285714","6.830134553650706","0","155","1","0","0","0","1","0"
"61","61","","2","371.0336933227871","1098.7686319671109","92","340.96351307717146","87.27292587483859","159.0","360.0","329.0","1055964.0","1000.8947368421053","252.6714730297306","536.0","1232.0","969.0","3099771.0","665.7495415098266","554.7765760537791","600.469298674534","296.125","880.0","5.920252524017808","0","155","1","0","0","0","1","0"
"62","62","","2","344.39969588084585","1034.6269684296772","91","312.70554355651547","80.22455238314105","151.0","237.0","300.0","1303044.0","931.4295656347492","235.1740058524496","473.0","1175.0","867.0","3881267.0","662.7944999753961","558.674832999559","600.6855118928106","289.6470588235294","843.8823529411765","6.51227777641959","0","155","1","0","0","0","1","0"
"63","63","","2","333.6824087232447","958.548612206912","90","294.4089068825911","87.1891250235006","135.0","185.0","276.0","1236223.0","854.5086925458443","244.8899517711886","448.0","818.0","787.0","3588082.0","659.5786580786138","560.8925059123991","601.6738107538554","258.8","761.95","6.51227777641959","0","155","1","0","0","0","1","0"
"64","64","346.4554086171745","2","359.6250974364022","1042.0469096081836","89","321.46584600531014","91.34991030272133","142.0","332.0","308.0","1331833.0","940.4361573738837","249.83943992505124","421.0","1259.0","875.0","3896227.0","661.491362576188","562.7784006149692","602.3169713554851","271.5","797.9444444444445","6.51227777641959","0","155","1","0","0","0","1","0"
"65","65","","2","352.5410430091766","988.5003159376969","88","307.520677146312","89.05842461658087","158.0","724.0","288.0","1271598.0","875.4220072551391","245.85737474663082","418.0","1242.0","809.0","3619870.0","658.3608406024321","566.4981327029743","601.701851001257","255.05555555555554","739.7777777777778","6.51227777641959","0","155","1","0","0","0","1","0"
"66","66","","2","356.22999832912825","981.9540181580924","87","312.19980648282535","88.49860254144848","151.0","619.0","292.0","1290634.0","880.5711175616836","234.6632413129045","437.0","1147.0","821.0","3640281.0","657.4895508309415","566.8647443855455","601.2936841998385","270.25","764.0","6.51227777641959","0","155","1","0","0","0","1","0"
"67","67","","2","305.72465529053744","880.8780387915049","86","279.30114997604215","73.19452767778898","128.0","380.0","264.0","1165803.0","805.9286056540489","211.92011657095932","418.0","886.0","748.0","3363946.0","653.5415620520372","570.821813354447","601.6900928667834","253.9047619047619","715.3333333333334","6.51227777641959","0","155","1","0","0","0","1","0"
"68","68","","2","314.14271509038485","970.7068478786247","85","289.053873659118","68.72340223270385","148.0","372.0","280.0","1212581.0","888.3749702026222","249.19229712620827","406.0","875.0","824.0","3726733.0","654.1515307296544","575.7313090658597","602.8176792760323","261.05555555555554","774.3888888888889","6.51227777641959","0","155","1","0","0","0","1","0"
"69","69","","2","307.90483146578754","1008.8898036757553","84","286.22754635203466","65.3788462558051","151.0","364.0","278.0","1188703.0","930.2073200096316","237.44467284647072","508.0","927.0","854.0","3863151.0","654.2474077613281","579.5114042479973","604.4460180012495","262.3333333333333","814.0","6.51227777641959","0","155","1","0","0","0","1","0"
"70","70","","2","279.46998992284557","950.2265282721604","83","261.08916586768936","56.654785887132796","127.0","281.0","253.0","1089264.0","864.9925695110259","229.05254531103378","476.0","1066.0","805.0","3608749.0","651.6321218816926","580.7811162877873","604.1488415576856","238.3684210526316","766.9473684210526","6.51227777641959","0","155","1","0","0","0","1","0"
"71","71","","2","292.886889190882","965.5994074035798","82","276.50578871201157","54.97948375122756","153.0","326.0","273.0","1146393.0","883.6825856246985","198.26208013745293","494.0","889.0","835.0","3663748.0","651.1645373310332","587.4545617526533","605.9528902033445","256.3181818181818","790.5909090909091","6.51227777641959","0","155","1","0","0","0","1","0"
"72","72","","2","271.9507927531705","967.1962217278449","81","257.60781025395306","54.740848591574654","137.0","309.0","248.0","1075255.0","876.0848107331097","227.94091265894104","440.0","912.0","827.0","3656778.0","648.2903362903309","588.7509574620973","609.8885059823873","236.52631578947367","757.8947368421053","6.51227777641959","0","155","1","0","0","0","1","0"
"73","73","","2","258.89713034067734","926.8080410103653","80","245.0728637133866","50.127230540414715","138.0","302.0","237.0","1012396.0","843.2340837569595","212.91452470024407","458.0","889.0","797.0","3483400.0","646.899924517648","593.8852389700576","609.5437359826262","227.68421052631578","756.578947368421","6.51227777641959","0","155","1","0","0","0","1","0"
"74","74","","2","222.36697684897163","832.0729922857035","79","213.7451169520135","44.09391587757631","118.0","286.0","205.0","886401.0","749.1417892452375","210.48559311231904","406.0","871.0","690.0","3106691.0","641.0817496555067","594.8108012934359","609.2885891502083","220.25","691.375","6.51227777641959","0","155","1","0","0","0","1","0"
"75","75","","2","237.39598368021618","878.6786885475964","78","228.71954405129424","51.69082622479113","125.0","473.0","218.0","963138.0","795.7960104488245","193.40955386956102","445.0","914.0","761.0","3351097.0","640.2863470797382","598.8079660756016","609.5027860029688","219.52941176470588","716.1176470588235","6.51227777641959","0","155","1","0","0","0","1","0"
"76","76","345.9333152744983","2","241.4200816853179","959.2946084012232","77","228.9742058753284","55.66083734297042","126.0","482.0","215.0","958715.0","853.0929066157153","234.38576080566145","473.0","940.0","791.0","3571900.0","638.4771725562366","600.2564433855049","611.8852476511258","205.31578947368422","718.421052631579","6.51227777641959","0","155","1","0","0","0","1","0"
"77","77","341.9196803390189","2","231.3400369255688","961.6542404615685","76","218.66436398284898","44.82512572563785","115.0","420.0","210.0","917953.0","844.9878513577894","240.50567031865418","441.0","950.0","778.0","3547259.0","635.3842351711407","599.8408020066354","616.7614177194474","215.5","742.15","6.51227777641959","0","155","1","0","0","0","1","0"
"78","78","","2","234.33603267749942","957.4214530454602","75","221.02970297029702","44.43870920689057","122.0","262.0","213.0","915284.0","857.012315865733","247.09586258620376","410.0","863.0","791.0","3548888.0","633.6564188040828","600.8308783422577","617.8476942016374","211.3684210526316","751.2105263157895","6.51227777641959","0","155","1","0","0","0","1","0"
"79","79","","2","229.40848739587298","898.1519761832495","74","215.22875030098723","40.79524004832783","132.0","248.0","209.0","893845.0","791.1430291355647","215.21820660642913","435.0","783.0","738.0","3285617.0","630.0349653031735","603.6595168331538","620.2284468749227","210.85","706.55","6.51227777641959","0","155","1","0","0","0","1","0"
"80","80","","2","247.19116350400358","875.9437619577162","73","230.27788324632178","49.644971684529025","128.0","242.0","220.0","970391.0","786.626245847176","194.67693258085504","433.0","766.0","750.0","3314843.0","628.1674766609715","607.8842719651757","619.6303075413815","215.10526315789474","699.8947368421053","6.51227777641959","0","155","1","0","0","0","1","0"
