"Label","ID","Detection quality","Spot N links","Spot center intensity","Spot center intensity","Spot frame","Spot intensity","Spot intensity","Spot intensity","Spot intensity","Spot intensity","Spot intensity","Spot intensity","Spot intensity","Spot intensity","Spot intensity","Spot intensity","Spot intensity","Spot position","Spot position","Spot position","Spot quick mean","Spot quick mean","Spot radius","Spot track ID","Track N spots","AP","AP","Somite","Somite","Somite","Somite"
"234","234","","2","187.13691304361328","347.1626274253153","106","185.31176329083473","19.9250397138241","127.0","236.0","185.0","770341.0","340.0115467885494","38.89479976719582","201.0","424.0","340.0","1413428.0","434.8796936230433","726.0647654442665","445.5005127657505","183.88888888888889","334.94444444444446","6.51227777641959","28","86","1","0","0","1","0","0"
"235","235","","2","185.05337217446737","336.61777235143956","107","183.60324376664246","19.62665280610309","119.0","278.0","183.0","758465.0","330.60542241587996","36.80413059293296","208.0","451.0","330.0","1365731.0","437.06164247491546","726.2829270973158","445.50432079156934","181.5","326.5625","6.51227777641959","28","86","1","0","0","1","0","0"
"236","236","","2","185.92743220468265","338.71879960105156","105","183.58101184758246","20.4652471852822","119.0","174.0","183.0","1146647.0","330.9574127441563","40.878187440897534","204.0","315.0","331.0","2067160.0","430.70669396596196","729.2480081109308","442.17627262255735","179.45454545454547","326.1363636363636","7.513148009015777","28","86","1","0","0","1","0","0"
"237","237","","2","181.99705312452923","337.6831777255315","104","180.01312209953593","19.884497320094095","111.0","174.0","180.0","1124902.0","329.2902864458313","40.8640931255815","201.0","321.0","330.0","2057735.0","429.1793297696515","729.9024930700788","442.1876967000138","178.25","327.625","7.513148009015777","28","86","1","0","0","1","0","0"
"238","238","","2","187.4158012954526","349.195155260199","103","184.72266496652853","20.25943593554125","119.0","167.0","184.0","579475.0","339.44692381255976","40.315889996739614","214.0","323.0","340.0","1064845.0","425.9064064918433","728.811684804832","442.16865657091967","178.4375","327.0625","5.920252524017808","28","86","1","0","0","1","0","0"
"239","239","","2","187.7458921774322","345.26567030326174","102","185.2168001942219","20.43927143423063","119.0","176.0","184.0","762908.0","335.5535324107793","42.797596607771226","211.0","342.0","335.0","1382145.0","424.16084741034564","729.2480081109306","442.17627262255735","179.2","325.45","6.51227777641959","28","86","1","0","0","1","0","0"
"240","240","","2","185.1110317165637","341.2003827753699","101","182.96127783155856","21.074143785678526","116.0","309.0","183.0","755996.0","330.7209583736689","42.0772170753464","209.0","435.0","330.0","1366539.0","422.5905565036531","730.120654723128","442.4311629662108","181.0","324.75","6.51227777641959","28","86","1","0","0","1","0","0"
"241","241","","2","185.00140599049115","333.8454445373495","100","182.95950452596475","20.793704691987614","105.0","210.0","183.0","768064.0","324.05026202953786","41.35713110499887","201.0","373.0","323.0","1360363.0","419.71465761911435","730.120654723128","441.23287176431967","178.65","313.45","6.51227777641959","28","86","1","0","0","1","0","0"
"242","242","","2","188.83317525218465","333.5363016985045","99","186.2150512026673","20.03266037848996","122.0","172.0","186.0","781917.0","323.52131459871396","41.32000705385685","199.0","334.0","323.0","1358466.0","418.8418780783655","728.3753614987332","441.2024075577691","180.88888888888889","310.3333333333333","6.51227777641959","28","86","1","0","0","1","0","0"
"243","243","","2","191.45684390223107","336.8461557082837","98","189.17055740828965","19.832812531704075","127.0","172.0","188.0","794138.0","329.1090995712244","39.82481303455382","211.0","332.0","328.0","1381600.0","420.36924227467597","726.6300682743384","441.17194335121854","185.3","320.3","6.51227777641959","28","86","1","0","0","1","0","0"
"244","244","","2","192.54312884885294","338.33809220267983","97","189.68134660173618","20.606822469318335","116.0","173.0","189.0","895865.0","327.5665890323947","43.57277332379606","191.0","334.0","326.0","1547097.0","417.6650502316654","727.0663915804371","440.22092644134324","185.2","320.45","6.830134553650706","28","86","1","0","0","1","0","0"
"245","245","","2","192.03095373957714","338.1784555953096","96","189.4312158182583","20.856931059774276","121.0","371.0","188.0","900556.0","329.24421539755997","42.6220243413799","188.0","461.0","328.0","1565227.0","416.3642461465764","726.6515648616673","439.730258885352","183.9","321.0","6.830134553650706","28","86","1","0","0","1","0","0"
"246","246","","2","190.69440666700345","335.3637113305559","95","188.02682423560307","20.794596119967135","114.0","314.0","187.0","1002371.0","326.99774901519413","42.116870303512606","198.0","363.0","326.0","1743225.0","412.94944460846534","727.370539582802","434.93716708000903","185.08695652173913","323.17391304347825","7.163505554061549","28","86","1","0","0","1","0","0"
"247","247","","2","191.3609420668915","329.3641059688004","94","188.82367285687488","20.200989389723656","107.0","470.0","188.0","1006619.0","320.47345713749763","40.014708820456455","207.0","555.0","319.0","1708444.0","412.94944460846534","727.370539582802","434.93716708000903","185.82608695652175","317.8695652173913","7.163505554061549","28","86","1","0","0","1","0","0"
"248","248","","2","190.43542821227194","324.4962543539976","93","187.73019985196152","20.719469918872715","100.0","382.0","187.0","1014494.0","315.7368615840118","39.36475925466312","200.0","442.0","316.0","1706242.0","407.6769633201443","727.370539582802","435.6561418011437","183.35","312.85","7.163505554061549","28","86","1","0","0","1","0","0"
"249","249","","2","191.3954844613033","321.56678571093255","92","188.63724939104367","20.168219256913847","118.0","612.0","188.0","1006757.0","313.10417837736554","38.47776786787549","199.0","498.0","313.0","1671037.0","400.8914585241497","726.0615696645059","435.15397716547426","185.9090909090909","309.27272727272725","7.163505554061549","28","86","1","0","0","1","0","0"
"250","250","","2","214.51858041187538","336.52072445277935","91","210.08565663976523","24.44298942143529","138.0","178.0","208.0","1145387.0","330.51485693323554","39.279746860287425","199.0","300.0","330.0","1801967.0","401.76842067791574","724.709606571552","432.9818573999057","203.91304347826087","325.3478260869565","7.163505554061549","28","86","1","0","0","1","0","0"
"251","251","","2","218.21322019254723","339.2335299685324","90","212.45166024582645","27.309298790962877","141.0","180.0","210.0","1158074.0","332.5054118510365","41.47425993024509","220.0","301.0","331.0","1812487.0","396.53174343342266","721.8735050819105","432.93235306426106","205.2608695652174","324.60869565217394","7.163505554061549","28","86","1","0","0","1","0","0"
"252","252","","2","211.09891881814121","333.3276761554307","89","208.65162953415577","24.761606959245697","136.0","179.0","207.0","1133187.0","326.1482231633217","37.900843978497576","205.0","294.0","327.0","1771311.0","395.85624571277543","727.6284986307486","434.17235004460514","206.3181818181818","320.09090909090907","7.163505554061549","28","86","1","0","0","1","0","0"
"253","253","","2","214.905610713786","330.6666461011115","88","212.6425414364641","26.13242969087935","132.0","253.0","211.0","1154649.0","323.7670349907919","39.56603397177364","192.0","377.0","324.0","1758055.0","393.6742968609033","726.9740136716005","434.16092596714867","210.42857142857142","320.14285714285717","7.163505554061549","28","86","1","0","0","1","0","0"
"254","254","","2","218.83024862585555","326.01469755610293","87","214.5093611547806","27.983364730933204","131.0","187.0","213.0","1500922.0","318.15835358010577","39.73331004143331","196.0","307.0","318.0","2226154.0","393.4895628798531","726.5806835401595","432.22871994973417","208.21428571428572","312.7142857142857","7.879856109467704","28","86","1","0","0","1","0","0"
"255","255","","2","223.53971325991358","321.7601417891122","86","217.25746638358103","30.138465535728212","131.0","213.0","214.0","1534924.0","314.5171974522293","41.471217216001484","199.0","332.0","313.0","2222064.0","392.7705881587184","726.5806835401595","431.27008698822124","209.03333333333333","308.2","7.879856109467704","28","86","1","0","0","1","0","0"
"256","256","","2","228.69370070338945","326.27722465885233","85","222.29732408325074","31.152841303814274","141.0","253.0","219.0","1570086.0","319.1911369106612","41.7957061023494","192.0","412.0","318.0","2254447.0","392.7705881587184","726.1443602340607","431.2624709365836","212.33333333333334","311.8","7.879856109467704","28","86","1","0","0","1","0","0"
"257","257","","2","232.76815073969615","326.06916359473485","84","223.4553916654733","33.47763729947963","118.0","238.0","220.0","1560389.0","318.6160675927252","40.36607705983849","196.0","384.0","318.0","2224896.0","392.5858541776682","726.4270116490968","429.33788097080674","213.44827586206895","315.55172413793105","7.879856109467704","28","86","1","0","0","1","0","0"
"258","258","","2","237.86025630400744","322.8437401333679","83","227.36405200742962","37.19932790383267","135.0","313.0","221.0","1591321.0","315.05215030718676","40.846798942784176","190.0","465.0","314.0","2205050.0","392.8255124180464","726.4129901156463","426.461982086268","214.0","311.62068965517244","7.879856109467704","28","86","1","0","0","1","0","0"
"259","259","","2","245.30264558250508","326.30433904059385","82","231.80122629402538","43.02259801906463","134.0","268.0","224.0","1625622.0","319.21574219307","38.901228249705596","201.0","406.0","319.0","2238660.0","390.656293872026","728.5488390514297","422.43650286369575","217.7037037037037","315.3703703703704","7.879856109467704","28","86","1","0","0","1","0","0"
"260","260","","2","248.95542854346064","322.3197744757418","81","234.3568505714689","41.105185294572706","135.0","258.0","228.0","1660887.0","315.05700578524056","39.67825541549443","191.0","389.0","315.0","2232809.0","392.31243819948264","728.112515745331","419.0736714467629","218.10344827586206","311.13793103448273","7.879856109467704","28","86","1","0","0","1","0","0"
"261","261","","2","257.45473886823106","324.66282600280414","80","240.58271644673317","44.051955234455775","133.0","258.0","233.0","1494981.0","314.5999356292243","41.24673716660599","191.0","372.0","313.0","1954924.0","391.8969614941938","727.7191856138901","417.8603306471506","221.8","307.8","7.513148009015777","28","86","1","0","0","1","0","0"
"262","262","","2","251.244151255362","319.19927875323","79","236.31819640564828","44.68500286524357","135.0","223.0","228.0","1472735.0","311.05776636713733","39.0955998685487","196.0","336.0","311.0","1938512.0","394.0694004231193","729.7143123171752","411.9808845478851","229.45833333333334","313.5","7.513148009015777","28","86","1","0","0","1","0","0"
"263","263","","2","255.2049797004767","328.0529977400492","78","243.08537588419148","45.36251315266288","137.0","321.0","235.0","1477716.0","319.6514229314032","41.799908771971246","200.0","425.0","320.0","1943161.0","396.92684699563864","728.4483355735368","410.75231164499746","225.5","315.46153846153845","7.513148009015777","28","86","1","0","0","1","0","0"
"264","264","","2","261.54998746600563","327.5990581679941","77","246.6500320924262","47.975819954137236","143.0","241.0","237.0","1537123.0","319.0704428754814","40.64766561021565","209.0","351.0","319.0","1988447.0","400.5217206013121","728.4483355735368","405.95914683743285","237.24","322.08","7.513148009015777","28","86","1","0","0","1","0","0"
"265","265","","2","258.0735793182474","325.25332586725443","76","243.43368940016433","41.34039215206061","136.0","237.0","237.0","1481294.0","318.4351684470008","39.71853154203235","204.0","350.0","318.0","1937678.0","408.0369794738013","728.6664972265862","399.2525241326612","228.30769230769232","315.96153846153845","7.513148009015777","28","86","1","0","0","1","0","0"
"266","266","","2","266.79387833693573","333.1424784076382","75","249.69545454545454","46.52162416875756","149.0","235.0","242.0","1538124.0","324.81574675324674","41.39391331876812","199.0","350.0","325.0","2000865.0","408.4728189540703","729.3854719477209","393.5009088691378","234.25","321.7083333333333","7.513148009015777","28","86","1","0","0","1","0","0"
"267","267","","2","266.9122671250725","330.98705783528186","74","252.49378475629703","47.89659827439647","144.0","234.0","245.0","1543747.0","323.14376840039256","41.69720689972346","186.0","350.0","323.0","1975701.0","408.52719292329294","727.7078642650733","390.3858262586615","234.08","318.68","7.513148009015777","28","86","1","0","0","1","0","0"
"268","268","","2","264.7171365922843","334.1553574834784","73","248.54626047711153","47.92049632420283","139.0","236.0","239.0","1541981.0","324.7659574468085","43.794741605173016","204.0","349.0","324.0","2014848.0","410.32822655422405","725.1114210158102","386.2622413399194","238.4","322.0","7.513148009015777","28","86","1","0","0","1","0","0"
"269","269","","2","265.28659562608584","342.8025867097835","72","248.26864550065753","48.78936435158824","149.0","219.0","238.0","1321534.0","332.8607927860229","47.41725490822578","195.0","335.0","331.0","1771818.0","412.55310211647816","724.2387744036129","383.8504268328619","233.3913043478261","327.39130434782606","7.163505554061549","28","86","1","0","0","1","0","0"
"270","270","","2","270.42923123493244","347.9725126339468","71","251.0877581120944","48.987883111123985","128.0","313.0","242.0","1361900.0","335.47695427728615","46.55344001176247","194.0","421.0","334.0","1819627.0","409.20214035383486","723.9744237961453","380.217728476776","236.16666666666666","331.375","7.163505554061549","28","86","1","0","0","1","0","0"
"271","271","","2","272.2332861769869","344.5256783934922","70","253.94911176905995","48.99173481973402","135.0","260.0","244.0","1372341.0","333.69670614359734","43.985497882188284","187.0","346.0","334.0","1803297.0","406.322680136019","721.7928072656518","377.30374933404903","232.43478260869566","327.7391304347826","7.163505554061549","28","86","1","0","0","1","0","0"
"272","272","","2","259.00985378136295","336.1421817915823","69","244.84861446903477","47.097647368864195","141.0","316.0","236.0","1316551.0","328.03161614283056","42.92613444151141","206.0","467.0","327.0","1763826.0","402.073843154524","720.9201606534544","375.6109460492369","231.45454545454547","325.8636363636364","7.163505554061549","28","86","1","0","0","1","0","0"
"273","273","","2","267.9525501820854","336.6740171902572","68","252.5839239089892","48.62666983132515","147.0","264.0","242.0","1354355.0","329.17847817978367","40.560819029726645","189.0","390.0","329.0","1765055.0","399.5098785015001","720.723495587734","372.48824738712295","236.95833333333334","330.9166666666667","7.163505554061549","28","86","1","0","0","1","0","0"
"274","274","","2","283.2475446390953","345.1962471655733","67","260.2772573997752","54.27806404671101","138.0","313.0","248.0","1389360.0","334.7367928062945","42.190053311692786","201.0","440.0","334.0","1786825.0","396.6036717352654","719.110377667073","368.88227821399045","241.3913043478261","330.7826086956522","7.163505554061549","28","86","1","0","0","1","0","0"
"275","275","","2","288.5826539923886","340.84741499501393","66","262.9844530816213","63.87083859896904","137.0","288.0","245.0","1420905.0","332.21154913936704","43.20544328420032","207.0","341.0","331.0","1794939.0","390.3940208406224","718.6740543609743","360.72628198949303","240.0","324.4583333333333","7.163505554061549","28","86","1","0","0","1","0","0"
"276","276","","2","286.8653018620736","339.0561067777192","65","262.2014253563391","62.45206102833425","141.0","197.0","246.0","1398058.0","330.38090772693175","42.72820352593214","209.0","316.0","329.0","1761591.0","386.25668324809965","716.4064514811653","360.2241903560453","239.1304347826087","323.6521739130435","7.163505554061549","28","86","1","0","0","1","0","0"
"277","277","","2","275.1260185608662","332.39030016890183","64","253.52527143391987","57.90605684125071","142.0","286.0","239.0","1354332.0","324.57562710595283","42.86267099918377","206.0","351.0","324.0","1733883.0","385.46557451509767","714.6611582567705","359.9540314080057","233.04545454545453","319.3636363636364","7.163505554061549","28","86","1","0","0","1","0","0"
"278","278","","2","271.3592192225444","328.55273180786384","63","249.66100766703175","54.496529566130825","135.0","301.0","236.0","1367643.0","322.2327491785323","41.52494459157603","194.0","343.0","321.0","1765191.0","380.7332384398291","712.0432184201783","358.47038565591043","233.45454545454547","317.40909090909093","7.163505554061549","28","86","1","0","0","1","0","0"
"279","279","","2","282.8458973873118","349.64155991686437","62","263.66020579085904","63.22144833813922","137.0","258.0","247.0","1101836.0","338.48839435271594","42.59945754841676","212.0","325.0","337.0","1414543.0","378.82440873247225","710.2979251957835","356.5229475352206","244.6315789473684","334.2631578947368","6.51227777641959","28","86","1","0","0","1","0","0"
"280","280","","2","282.7546396155906","341.54961054324133","61","260.31525176356115","59.35570828089434","146.0","250.0","247.0","1070156.0","331.5543663342252","41.75984403701968","199.0","320.0","331.0","1363020.0","374.3067062091139","710.7342485018821","355.0926141445889","233.8","320.55","6.51227777641959","28","86","1","0","0","1","0","0"
"281","281","","2","283.2293868775234","332.05717818831823","60","257.08375089477454","61.140726602710465","131.0","253.0","242.0","1077438.0","321.114769744691","42.79531623980738","202.0","325.0","320.0","1345792.0","369.86532031063985","707.461823706142","353.5976173172588","226.6315789473684","310.42105263157896","6.51227777641959","28","86","1","0","0","1","0","0"
"282","282","","2","254.75618936892087","323.3303821710221","59","236.02853745541023","56.16777863406545","124.0","246.0","222.0","992500.0","313.8271105826397","42.121638991277464","187.0","326.0","311.0","1319643.0","366.75929998160257","704.4075605634512","351.1476495497913","218.7","312.6","6.51227777641959","28","86","1","0","0","1","0","0"
"283","283","","2","264.6256864027667","328.45023595360595","58","240.5173417414504","53.85252092711269","130.0","236.0","228.0","991653.0","316.870725200097","42.02876748831701","212.0","321.0","315.0","1306458.0","362.3335439549862","704.4720503254379","346.8229611632998","218.7058823529412","307.47058823529414","6.51227777641959","28","86","1","0","0","1","0","0"
"284","284","","2","246.31283885928718","332.34186645593144","57","229.68706503479723","53.13436426249731","128.0","237.0","215.0","957106.0","321.5922726181905","42.83501230544322","193.0","326.0","319.0","1340075.0","357.94763260594556","700.3269789175002","344.5938670148923","214.73684210526315","313.1578947368421","6.51227777641959","28","86","1","0","0","1","0","0"
"285","285","","2","235.41184575660648","324.293729473697","56","220.2298906439854","46.45850240965044","117.0","240.0","209.0","906246.0","314.6838396111786","38.967095537100356","197.0","335.0","314.0","1294924.0","353.5777594395987","700.5451405705495","340.5235579565028","206.38888888888889","305.44444444444446","6.51227777641959","28","86","1","0","0","1","0","0"
"286","286","","2","236.67121520234315","315.52854782366853","55","219.5364632983794","44.9357624436508","117.0","234.0","209.0","921175.0","305.1163012392755","39.065384037976905","195.0","357.0","303.0","1280268.0","349.85054436950213","700.9814638766483","335.7380092005759","205.05263157894737","296.1578947368421","6.51227777641959","28","86","1","0","0","1","0","0"
"287","287","","2","219.40127296145434","312.10416389533873","54","207.13331743381826","39.23175803649628","123.0","229.0","199.0","868510.0","304.01764846172193","37.88354334531598","185.0","347.0","303.0","1274746.0","345.28044932951667","697.337205536796","333.26555828930367","197.38888888888889","301.3333333333333","6.51227777641959","28","86","1","0","0","1","0","0"
"288","288","","2","217.69530089795202","312.33733196393024","53","206.90992736077482","36.27182197995112","122.0","235.0","200.0","854538.0","303.6145278450363","39.161903904748264","191.0","367.0","303.0","1253928.0","341.497280409516","696.3538802081937","331.3105041169762","195.78947368421052","297.2105263157895","6.51227777641959","28","86","1","0","0","1","0","0"
"289","289","","2","208.42148606770974","309.10244565140346","52","199.6966372525638","33.19332440367871","112.0","225.0","193.0","837328.0","301.74099689959456","37.2842736511896","189.0","375.0","301.0","1265200.0","338.90403746537226","694.2152568523579","329.82707737154584","192.0","298.94444444444446","6.51227777641959","28","86","1","0","0","1","0","0"
"290","290","","2","208.83987881077977","318.14662897257637","51","201.0124521072797","30.296852082443966","120.0","222.0","197.0","839428.0","310.6558908045977","38.474623459106766","193.0","365.0","310.0","1297299.0","335.36643125871785","693.3426102401606","327.4152628644883","194.64705882352942","305.70588235294116","6.51227777641959","28","86","1","0","0","1","0","0"
"291","291","","2","202.72056838130914","312.12247597183244","50","197.83496303362747","27.39296394805719","122.0","213.0","195.0","829522.0","307.6234199856904","36.35590078631139","182.0","365.0","308.0","1289865.0","331.0025335549736","691.5973170157658","327.3847986579377","192.5","305.85","6.51227777641959","28","86","1","0","0","1","0","0"
"292","292","","2","200.1683646060446","319.2969117079258","49","196.22754780924714","26.367702127995795","121.0","209.0","194.0","810616.0","314.2149600580973","37.2963562263762","191.0","367.0","314.0","1298022.0","325.5274506488189","690.273020662983","325.4213980505423","190.38095238095238","311.5238095238095","6.51227777641959","28","86","1","0","0","1","0","0"
"293","293","","2","205.61422632694536","333.8473197806434","48","198.2243309002433","28.284388124235928","123.0","200.0","195.0","814702.0","324.6766423357664","38.89884685445111","201.0","368.0","325.0","1334421.0","319.44827821539013","689.3800741040797","325.9989058903772","188.65","316.75","6.51227777641959","28","86","1","0","0","1","0","0"
"294","294","","2","198.63661331634182","336.04614334572994","47","191.99713808728833","26.681101815659495","123.0","187.0","189.0","805044.0","326.0274266634868","40.8070300770047","213.0","364.0","325.0","1367033.0","316.76512832617556","688.9463363914256","324.0056949707504","188.05263157894737","318.10526315789474","6.51227777641959","28","86","1","0","0","1","0","0"
"295","295","","2","196.2816240695632","343.82308738674686","46","190.13745787193068","25.617641327961366","124.0","185.0","188.0","789831.0","334.2756379393356","39.24715131370868","202.0","380.0","333.0","1388581.0","314.6122192575433","687.413926884489","326.30709792713435","181.25","326.55","6.51227777641959","28","86","1","0","0","1","0","0"
"296","296","","2","185.69831021269073","336.15254306907195","45","182.06470869149953","23.22703114615567","121.0","189.0","180.0","762487.0","329.1618911174785","37.69848273006015","202.0","343.0","329.0","1378530.0","310.26306624306324","687.6596590774965","327.22703623529907","175.73684210526315","326.05263157894734","6.51227777641959","28","86","1","0","0","1","0","0"
"297","297","","2","176.98750481643427","345.2702490771565","44","173.18225190839695","20.695787471721882","105.0","193.0","171.0","725980.0","336.3110687022901","39.03601713593897","215.0","400.0","336.0","1409816.0","303.4782917802674","685.9207283622559","326.7975664199291","168.78947368421052","330.8421052631579","6.51227777641959","28","86","1","0","0","1","0","0"
"298","298","","2","176.66409679460165","353.53887228556636","43","173.6073907334459","20.595730211995644","109.0","254.0","172.0","925501.0","344.5104108047271","42.031780552313215","188.0","552.0","343.0","1836585.0","299.5269818470942","685.9079927954583","329.798505980608","171.23809523809524","339.6190476190476","7.163505554061549","28","86","1","0","0","1","0","0"
"299","299","","2","169.59706670487392","351.91306342845394","42","168.16704204204206","19.387821342371453","107.0","209.0","167.0","895994.0","342.6204954954955","41.993752478324595","191.0","404.0","341.0","1825482.0","295.7100318656843","685.4551517326079","332.66619176256694","166.7826086956522","336.2173913043478","7.163505554061549","28","86","1","0","0","1","0","0"
"300","300","","2","162.17705415893167","349.2755580484607","41","160.67901927755943","17.623270275313402","87.0","222.0","160.0","858508.0","342.77596855699045","38.86305101571303","203.0","530.0","342.0","1831452.0","289.28868129817613","682.3762424796136","335.7194586494953","159.36","340.32","7.163505554061549","28","86","1","0","0","1","0","0"
"301","301","","2","162.3701181025775","371.8655226553092","40","161.34507966260543","17.288427027937704","106.0","168.0","161.0","860776.0","362.79812558575446","42.9562773790362","213.0","465.0","362.0","1935528.0","283.4693130770778","679.7226656251128","335.97867892544565","160.875","359.1666666666667","7.163505554061549","28","86","1","0","0","1","0","0"
"302","302","","2","161.2675064991588","377.38508636064864","39","160.3696833427019","17.302828058990546","92.0","160.0","160.0","855893.0","370.1465242645681","41.95305395929418","225.0","461.0","369.0","1975472.0","278.0602852360615","677.6691844002985","342.3555844911302","159.75","369.9166666666667","7.163505554061549","28","86","1","0","0","1","0","0"
"303","303","","2","158.0853506285113","383.15357624960154","38","157.84255957965848","17.04863487511479","88.0","182.0","157.0","841143.0","376.1007693751173","41.68636220729301","229.0","534.0","375.0","2004241.0","271.8112669284097","676.0987147331341","347.71732638637496","157.0","375.7826086956522","7.163505554061549","28","86","1","0","0","1","0","0"
"304","304","","2","154.21398184041595","381.5585891299994","37","154.254233245886","16.4844724196491","93.0","176.0","154.0","646788.0","377.6362985928929","43.99225826278612","221.0","517.0","376.0","1583429.0","265.6719170485447","675.0459153544618","351.17384331090983","154.78947368421052","377.63157894736844","6.51227777641959","28","86","1","0","0","1","0","0"
"305","305","","1","153.85180960720763","387.63160297211664","36","153.8133109082172","16.290604291126673","99.0","174.0","153.0","640171.0","384.52835175396444","46.64417134152682","221.0","481.0","382.0","1600407.0","261.7345738213856","672.5692252270737","350.371129145174","153.66666666666666","380.1111111111111","6.51227777641959","28","86","1","0","0","1","0","0"
"306","306","","1","192.44327298995353","358.73989353872804","121","189.1644800777454","25.86041438327489","100.0","229.0","188.0","778601.0","350.3707482993197","38.48263637133971","232.0","397.0","349.0","1442126.0","476.45733091732177","730.0978203244894","436.96818134013307","186.4375","349.375","6.51227777641959","22","102","1","0","0","1","0","0"
"307","307","","1","201.6136384142237","351.76392379335465","121","198.77409200968523","26.22165622129729","116.0","226.0","197.0","820937.0","343.0440677966102","44.1910797896675","198.0","385.0","343.0","1416772.0","468.8954776247086","732.2281386339854","415.6593359307745","191.35","338.5","6.51227777641959","24","101","1","0","0","1","0","0"
"308","308","","1","202.65484937924074","360.0187597709297","121","197.26168817431775","28.23452838735053","117.0","278.0","196.0","932456.0","346.81108525491857","44.8038710352162","205.0","470.0","346.0","1639376.0","466.04547725544114","732.289144294491","423.26207077957787","188.69565217391303","332.17391304347825","6.830134553650706","26","102","1","0","0","1","0","0"
"309","309","","2","213.8578690277175","370.2449723275229","120","206.98819561551434","28.824810402623978","122.0","226.0","206.0","736464.0","354.7529510961214","48.05421056705431","221.0","406.0","351.0","1262211.0","462.261136765595","731.8092614454041","421.3368540416949","196.625","338.625","6.20921323059155","26","102","1","0","0","1","0","0"
"310","310","","2","215.77387394948934","366.2894371892214","119","209.72761596548006","29.043314778019987","130.0","214.0","208.0","777670.0","355.1205501618123","43.84875763057893","231.0","379.0","352.0","1316787.0","461.48008329290303","731.7772173937788","419.7634584911781","201.94117647058823","343.52941176470586","6.20921323059155","26","102","1","0","0","1","0","0"
"311","311","","2","217.18930481485566","362.2159521720532","118","209.48217179902755","30.54363033514376","115.0","237.0","208.0","775503.0","350.67990275526745","43.470076807134966","220.0","405.0","349.0","1298217.0","460.0399970506674","732.0172317674848","419.7634584911781","200.05882352941177","335.7647058823529","6.20921323059155","26","102","1","0","0","1","0","0"
"312","312","","2","216.90359523218754","352.21206623912013","117","209.4461871281774","29.46285784204093","121.0","234.0","207.0","774532.0","340.11384532179557","42.37162211427538","196.0","398.0","339.0","1257741.0","457.879867687314","731.7772173937788","419.7634584911781","199.5625","331.1875","6.20921323059155","26","102","1","0","0","1","0","0"
"313","313","","2","219.04653255665855","353.2575123887772","116","210.2554243339742","32.85520370985048","126.0","231.0","208.0","765540.0","342.3180444932711","43.01193197751859","196.0","386.0","341.0","1246380.0","455.9897432554418","732.9751524623421","416.1688403932805","197.88235294117646","335.2352941176471","6.20921323059155","26","102","1","0","0","1","0","0"
"314","314","","2","225.95771979368396","353.5174856647951","115","217.5729967069155","31.55243722840475","129.0","232.0","214.0","792836.0","344.4720087815587","41.58093267791152","220.0","377.0","344.0","1255256.0","454.3096426395002","731.7750805938124","416.1688403932805","207.125","337.0625","6.20921323059155","26","102","1","0","0","1","0","0"
"315","315","","2","235.8103410805028","355.49074235924655","114","223.02624232272473","38.006817291527746","122.0","231.0","220.0","798880.0","343.6917922948074","41.69185821288894","173.0","377.0","343.0","1231104.0","452.44176146842295","732.7746064983287","412.1950998734509","203.23529411764707","331.29411764705884","6.20921323059155","26","102","1","0","0","1","0","0"
"316","316","","2","244.2092914213362","349.9313766848344","113","229.98672086720867","41.06727533080759","129.0","211.0","224.0","848651.0","337.77425474254744","43.13413096438535","212.0","349.0","337.0","1246387.0","452.47950267386483","732.6921083456666","410.5574923357489","211.3125","329.125","6.20921323059155","26","102","1","0","0","1","0","0"
"317","317","","2","247.4520159163998","353.54589996599714","112","232.78830313014828","41.085670844304566","133.0","196.0","229.0","847815.0","340.5746842394289","44.44290390143541","206.0","375.0","338.0","1240373.0","449.5130963502305","733.0168750594901","408.6717577465403","208.83333333333334","324.3333333333333","6.20921323059155","26","102","1","0","0","1","0","0"
"318","318","","2","240.3080463803353","348.1981943871333","111","229.23112691466082","47.30798961844913","123.0","196.0","221.0","838069.0","335.64195842450766","46.500707740896615","171.0","369.0","333.0","1227107.0","446.02808764402033","733.3072924516742","408.6717577465403","210.05882352941177","320.5882352941176","6.20921323059155","26","102","1","0","0","1","0","0"
"319","319","","2","243.18346077997438","353.13752116353857","110","227.34649493243242","42.26861455641369","123.0","171.0","220.0","1076713.0","338.3270692567568","47.91073706848912","218.0","347.0","335.0","1602317.0","444.63455726533914","731.8552054907533","405.3170533967966","208.5909090909091","324.77272727272725","6.830134553650706","26","102","1","0","0","1","0","0"
"320","320","","2","237.1957060179168","356.4624713084986","109","226.0388759771815","41.52524425151491","131.0","196.0","219.0","1069842.0","342.2150855694063","51.26900415209713","192.0","356.0","339.0","1619704.0","442.31121812786574","731.8552054907533","405.3170533967966","211.85","331.1","6.830134553650706","26","102","1","0","0","1","0","0"
"321","321","","2","237.371550330852","356.2362166919031","108","226.3908974904296","36.69366315950327","127.0","174.0","221.0","1064490.0","343.3058273075287","49.94023277555926","211.0","345.0","340.0","1614224.0","440.53209214160626","729.8222837454641","401.482521550745","211.04761904761904","330.0952380952381","6.830134553650706","26","102","1","0","0","1","0","0"
