"Label","ID","Detection quality","Spot N links","Spot center intensity","Spot center intensity","Spot frame","Spot intensity","Spot intensity","Spot intensity","Spot intensity","Spot intensity","Spot intensity","Spot intensity","Spot intensity","Spot intensity","Spot intensity","Spot intensity","Spot intensity","Spot position","Spot position","Spot position","Spot quick mean","Spot quick mean","Spot radius","Spot track ID","Track N spots","AP","AP","Somite","Somite","Somite","Somite"
"15","15","","2","197.5603938110533","365.5778622825015","100","195.31119333950045","21.915525579746408","122.0","402.0","194.0","1055657.0","351.36669750231266","46.64616166170861","225.0","444.0","350.0","1899137.0","426.10200396215197","727.3916890775366","425.30156875660646","187.52173913043478","334.95652173913044","7.163505554061549","9","82","1","0","0","1","0","0"
"16","16","","2","200.15509732535216","365.58669250311686","99","197.7473335785215","22.025529172312233","128.0","321.0","197.0","1075350.0","352.72600220669364","44.848010840859196","211.0","370.0","352.0","1918124.0","425.212221367498","726.8916442622661","425.13362134215583","191.77272727272728","337.59090909090907","7.163505554061549","9","82","1","0","0","1","0","0"
"17","17","","2","202.38868785486048","370.4974859473657","98","199.8733039970664","23.17522474950317","121.0","306.0","199.0","1090109.0","358.7926292629263","44.47500150619499","215.0","373.0","358.0","1956855.0","426.72258250990336","727.5222051071393","424.9184888643732","191.03571428571428","338.82142857142856","7.163505554061549","9","82","1","0","0","1","0","0"
"18","18","","2","200.96619445314684","372.91881850669455","97","198.68608074011775","23.231085806493954","122.0","310.0","198.0","944951.0","360.7989907485282","47.15429142530315","224.0","359.0","359.0","1715960.0","426.303195793434","728.9410854890258","427.1888232835352","192.38095238095238","342.1904761904762","6.830134553650706","9","82","1","0","0","1","0","0"
"19","19","","2","204.50618648342476","369.3311231099066","96","202.20869381726104","23.781369285156277","131.0","270.0","201.0","958267.0","360.02700991770416","45.49813531525858","201.0","496.0","358.0","1706168.0","423.8194591946388","727.1194018297577","426.1703563840047","196.0","346.4","6.830134553650706","9","82","1","0","0","1","0","0"
"20","20","","2","207.5660917551974","369.13831057505456","95","205.96731615336267","24.132982813053538","137.0","319.0","204.0","983082.0","361.96983029541167","43.55659298966412","235.0","401.0","362.0","1727682.0","423.48342249900264","727.1360962209326","424.2564456763442","202.35","350.3","6.830134553650706","9","82","1","0","0","1","0","0"
"21","21","","2","209.77640575520334","361.2214598253707","94","207.876677852349","26.64451626164585","133.0","351.0","206.0","991156.0","352.58263422818794","42.81471646410672","208.0","460.0","351.0","1681114.0","421.73786341750497","727.615412701689","421.623560247549","203.1","338.85","6.830134553650706","9","82","1","0","0","1","0","0"
"22","22","","2","210.33696180148362","360.99501493505113","93","208.01206093948372","24.949626764081483","129.0","319.0","206.0","983065.0","350.9413880660178","44.29544571402436","215.0","390.0","350.0","1658549.0","416.9375759433863","727.243579157577","422.601233338156","204.8181818181818","338.45454545454544","6.830134553650706","9","82","1","0","0","1","0","0"
"23","23","","2","218.06302800358375","361.2969747614181","92","215.99577970035872","27.520182990732348","135.0","213.0","214.0","1023604.0","350.2578603080819","44.1689570815464","220.0","361.0","349.0","1659872.0","411.8408085845788","726.9764688987796","422.9202184560994","212.28571428571428","336.85714285714283","6.830134553650706","9","82","1","0","0","1","0","0"
"24","24","","2","220.9876770724342","347.4080466852657","91","219.4371042634023","27.455315211233945","135.0","238.0","217.0","1039693.0","338.3372731110173","41.981340883627006","210.0","375.0","337.0","1603042.0","400.1490205763451","726.0018967460028","423.8885967274246","218.55","330.8","6.830134553650706","9","82","1","0","0","1","0","0"
"25","25","","2","218.94710079420858","352.0612501185483","90","217.39101076176408","25.61807703663513","148.0","177.0","215.0","1030216.0","341.2675669972568","41.929106394897126","199.0","295.0","341.0","1617267.0","395.5314882889257","722.7342851077517","425.78854300158906","212.75","330.05","6.830134553650706","9","82","1","0","0","1","0","0"
"26","26","","2","218.54446654588105","339.55535828028616","89","218.84453781512605","26.993827588552","137.0","176.0","217.0","1041700.0","330.94768907563025","40.5484152685409","213.0","288.0","331.0","1575311.0","384.6234056364583","723.4350862022732","424.7768160657815","214.16666666666666","320.6666666666667","6.830134553650706","9","82","1","0","0","1","0","0"
"27","27","","2","219.15851799457297","336.45411782934167","88","217.7418199576754","29.213350008165648","139.0","184.0","215.0","1337588.0","327.20804167344943","41.24362757828065","188.0","300.0","327.0","2010039.0","381.5775087807378","723.6033071985695","425.47294553190704","211.52","320.08","7.513148009015777","9","82","1","0","0","1","0","0"
"28","28","","2","210.3793020325543","330.19660206451465","87","209.48235045444937","25.21877751136328","134.0","176.0","207.0","991061.0","321.19171422532236","39.029530520933704","195.0","286.0","321.0","1519558.0","378.11469467929703","723.0786433765956","422.8064967377864","208.7","312.65","6.830134553650706","9","82","1","0","0","1","0","0"
"29","29","","2","215.92673136247961","322.2742902717344","86","214.34551986475063","29.077459344664874","121.0","190.0","212.0","1014283.0","314.99112426035504","38.45635821902107","199.0","306.0","314.0","1490538.0","378.11469467929703","724.4950962315362","422.80268871196756","209.04761904761904","307.57142857142856","6.830134553650706","9","82","1","0","0","1","0","0"
"30","30","","2","216.41064631285866","327.1880967491015","85","213.94692323958554","28.20954224428713","135.0","192.0","211.0","1011755.0","319.662296468598","38.24247956841558","208.0","315.0","320.0","1511683.0","376.6195180683176","723.6409939071792","422.6011466509076","209.23809523809524","311.6190476190476","6.830134553650706","9","82","1","0","0","1","0","0"
"31","31","34.94876869588649","2","213.5819782734162","336.9356296187795","84","209.60762711864407","26.199623758897808","133.0","193.0","208.0","989348.0","325.6832627118644","41.5981020382903","185.0","316.0","326.0","1537225.0","375.41089517670304","723.3558930427278","420.4217201612787","202.7391304347826","315.2173913043478","6.830134553650706","9","82","1","0","0","1","0","0"
"32","32","28.07027758192927","2","208.8801134758034","326.47519529134064","83","205.35571184995737","24.149349299928986","132.0","196.0","204.0","963529.0","317.06649616368287","40.51151635531743","188.0","314.0","317.0","1487676.0","374.94201535762954","723.6409201609973","416.39928641603353","200.6818181818182","309.54545454545456","6.830134553650706","9","82","1","0","0","1","0","0"
"33","33","","2","212.91918665835655","334.7873991508515","82","209.25611540873928","25.323623708668677","132.0","194.0","208.0","1000872.0","324.84277650010455","41.940792367254616","197.0","311.0","324.0","1553723.0","374.87509354935554","725.7978443244014","412.565338587755","203.2","309.9","6.830134553650706","9","82","1","0","0","1","0","0"
"34","34","","2","217.2160501764465","344.49765173959884","81","211.4555837563452","27.312422259599323","127.0","420.0","208.0","999762.0","329.43591370558374","47.525937563002174","188.0","405.0","327.0","1557573.0","373.9330171297222","725.251774012631","410.73232286200977","206.5","315.54545454545456","6.830134553650706","9","82","1","0","0","1","0","0"
"35","35","","2","221.3915216417424","333.806694138902","80","215.3313621964097","28.07327567419567","129.0","194.0","212.0","1019594.0","321.7417106652587","44.81521727301593","191.0","297.0","320.0","1523447.0","373.81624024447484","724.1816411858232","408.2017590501167","208.36363636363637","311.09090909090907","6.830134553650706","9","82","1","0","0","1","0","0"
"36","36","","2","222.58711481336613","329.3079398899569","79","216.7990350325152","28.689217985355278","140.0","205.0","214.0","1033481.0","318.43465491923644","42.21266671288229","186.0","311.0","317.0","1517978.0","375.0341518178421","724.8720071955311","403.2430969203429","210.23809523809524","312.4761904761905","6.830134553650706","9","82","1","0","0","1","0","0"
"37","37","30.066017611110837","2","230.7990938731499","333.29126196469105","78","222.89670468948034","31.406054639695117","138.0","222.0","219.0","1055193.0","321.5029573299535","41.93924619685986","204.0","325.0","321.0","1521995.0","378.3285640781429","725.6722774489435","401.61263442107463","216.71428571428572","314.1904761904762","6.830134553650706","9","82","1","0","0","1","0","0"
"38","38","","2","240.98845601196956","341.511120220799","77","230.784764718295","34.90924874521643","140.0","219.0","226.0","1093689.0","329.9546317788563","43.12590470682164","191.0","322.0","329.0","1563655.0","381.794060712402","726.5286814141211","398.02957079307015","219.75","322.35","6.830134553650706","9","82","1","0","0","1","0","0"
"39","39","","2","241.93653550952737","344.29405803412266","76","230.6700294241278","34.867682696971734","138.0","218.0","226.0","1097528.0","328.9367381252627","47.45479899760653","197.0","325.0","328.0","1565081.0","388.2402000834543","726.1680800098866","394.8701815002634","221.57142857142858","318.23809523809524","6.830134553650706","9","82","1","0","0","1","0","0"
"40","40","","2","238.26779738193432","340.1632033804945","75","227.66666666666666","34.55909008784505","139.0","223.0","224.0","1243060.0","328.82875457875457","44.5438563177152","184.0","336.0","327.0","1795405.0","390.36899421164287","727.8014807313107","391.1150337532517","216.65217391304347","318.8695652173913","7.163505554061549","9","82","1","0","0","1","0","0"
"41","41","","2","239.15971767486243","339.70453879384036","74","227.5954110267415","36.04553682748888","127.0","232.0","222.0","1378773.0","326.9955430835259","47.41202131848941","188.0","348.0","324.0","1980939.0","389.16821712055844","726.7473660599103","387.16278664393826","217.5","317.2692307692308","7.513148009015777","9","82","1","0","0","1","0","0"
"42","42","","2","236.99154375358964","345.12860747163927","73","228.00962176509623","33.418631799866894","136.0","361.0","223.0","1374442.0","331.12242866622427","48.16817582226733","191.0","411.0","329.0","1996006.0","391.8304910864839","725.2649600585352","384.04162422490987","220.29166666666666","318.9583333333333","7.513148009015777","9","82","1","0","0","1","0","0"
"43","43","","2","243.18059986647526","358.09800927106437","72","233.0724820901812","36.33557176924411","141.0","212.0","228.0","1106162.0","344.64454277286137","48.12474864091089","198.0","325.0","344.0","1635683.0","392.39195650386415","723.9351817833717","380.06803231291343","221.27272727272728","330.40909090909093","6.830134553650706","9","82","1","0","0","1","0","0"
"44","44","","2","240.29543799319754","351.6084146239065","71","230.0351213282248","35.20803831956982","135.0","267.0","226.0","1080705.0","339.08961260110686","46.72310563056274","184.0","356.0","338.0","1593043.0","387.31326207773463","722.9100160970027","377.3679242459181","222.26315789473685","330.89473684210526","6.830134553650706","9","82","1","0","0","1","0","0"
"45","45","","2","238.08170760622508","358.7907460739783","70","229.0185690879301","35.49595574645312","136.0","262.0","224.0","1257999.0","345.1612961951575","49.73956772914884","202.0","348.0","343.0","1895971.0","385.3174568911842","722.3454325571936","376.5822535121059","217.8181818181818","335.22727272727275","7.163505554061549","9","82","1","0","0","1","0","0"
"46","46","","2","232.740658823934","353.4683193840135","69","226.35225806451612","31.47734071359063","144.0","244.0","223.0","1227961.0","343.286267281106","47.934071663073574","176.0","338.0","342.0","1862328.0","381.9309033960346","720.6232536080273","374.22449780541757","223.22727272727272","336.22727272727275","7.163505554061549","9","82","1","0","0","1","0","0"
"47","47","","2","235.703177327035","351.1567375771112","68","227.6906739061003","33.79516318470352","137.0","299.0","224.0","1425799.0","339.9386777387416","47.098055937200584","191.0","364.0","339.0","2128696.0","380.31840889356863","720.5566989724872","373.38116240633155","221.20833333333334","331.7916666666667","7.513148009015777","9","82","1","0","0","1","0","0"
"48","48","","2","236.93177566107","352.00444311532425","67","229.32194311045438","33.44719044842372","136.0","282.0","226.0","1241549.0","342.5786848910233","43.38237307687282","193.0","343.0","343.0","1854721.0","378.1133482255128","719.0747005814259","372.7313830320623","223.43478260869566","336.2173913043478","7.163505554061549","9","82","1","0","0","1","0","0"
"49","49","","2","243.7366776673727","346.510157997959","66","235.1383589553621","36.93066424818047","132.0","508.0","230.0","1269512.0","337.0579736988331","44.18614179532569","196.0","474.0","337.0","1819776.0","373.3576313088253","719.1326194270047","366.6364080552843","224.32","328.48","7.163505554061549","9","82","1","0","0","1","0","0"
"50","50","","2","239.19476555960048","337.7577429154279","65","230.70214752567693","37.8556375587089","127.0","197.0","225.0","1235410.0","328.26610644257704","43.66010386029959","183.0","317.0","328.0","1757865.0","371.4622141233206","717.0182876877526","365.50738694215755","221.04166666666666","321.5833333333333","7.163505554061549","9","82","1","0","0","1","0","0"
"51","51","","2","242.81941777193833","336.3238285592404","64","229.61208166701746","37.79669733974204","141.0","336.0","224.0","1090887.0","324.54725320985057","41.963987421934725","192.0","379.0","323.0","1541924.0","369.87400313790675","715.8849243734608","361.5136051317899","218.76190476190476","317.4761904761905","6.830134553650706","9","82","1","0","0","1","0","0"
"52","52","","2","251.0875451997436","341.3049570407474","63","236.94665537679933","40.92200292439587","149.0","323.0","230.0","1119336.0","330.32408975444537","42.477117224899615","206.0","450.0","330.0","1560451.0","366.81773825084434","715.2036377792974","359.09914599124005","227.57142857142858","319.7142857142857","6.830134553650706","9","82","1","0","0","1","0","0"
"53","53","","2","248.47513539922238","347.6311760461717","62","234.293157564344","40.86736011925477","134.0","272.0","227.0","1119687.0","334.11257585268885","43.84215149173078","199.0","335.0","332.0","1596724.0","364.1942889316176","713.6342167073311","358.2775422445805","218.6","323.0","6.830134553650706","9","82","1","0","0","1","0","0"
"54","54","","2","244.45885697428668","344.13080890905917","61","231.57270693512305","41.87710701316784","137.0","320.0","224.0","1449182.0","333.27708533077663","47.36086177499729","200.0","361.0","331.0","2085648.0","359.61834259784024","713.1992213255161","358.51733943684235","219.70833333333334","325.2916666666667","7.513148009015777","9","82","1","0","0","1","0","0"
"55","55","","2","229.88902818185932","348.11455454374715","60","218.95365931607543","39.48365909254982","131.0","321.0","212.0","1370212.0","335.06200063918186","49.37092508923502","199.0","362.0","332.0","2096818.0","354.22601013105333","712.5580529918902","352.4223661997416","206.76","323.72","7.513148009015777","9","82","1","0","0","1","0","0"
"56","56","","2","232.0642124337922","340.58070749273946","59","221.98496861579122","36.92403521686803","132.0","314.0","217.0","1343897.0","329.22811364387184","44.23615338898927","182.0","360.0","329.0","1993147.0","349.03343811309406","709.124986633409","351.1350149877727","208.125","315.5416666666667","7.513148009015777","9","82","1","0","0","1","0","0"
"57","57","","2","227.25266404222623","332.8773770222451","58","218.91541552125184","37.09199408230575","119.0","248.0","213.0","1035251.0","322.8428843307253","42.124478796119156","200.0","329.0","323.0","1526724.0","341.86092436817046","707.3202667099889","351.15860026965015","202.86363636363637","310.77272727272725","6.830134553650706","9","82","1","0","0","1","0","0"
"58","58","","2","226.66883707146786","334.5185617143043","57","217.1017930519238","36.376704389320906","128.0","268.0","212.0","1162363.0","324.1707134852447","41.698270276419194","206.0","345.0","324.0","1735610.0","335.15489880739756","703.3304936753278","348.41013640821717","206.3913043478261","316.2608695652174","7.163505554061549","9","82","1","0","0","1","0","0"
"59","59","","2","222.19325740863587","334.5773196332508","56","212.61871847562114","33.226525830441155","122.0","273.0","208.0","1138148.0","323.33121614048196","42.51026815592773","205.0","355.0","323.0","1730792.0","330.0886408021934","701.1485448234557","345.4565882537959","199.69565217391303","316.5652173913044","7.163505554061549","9","82","1","0","0","1","0","0"
"60","60","","2","220.3536950111844","334.2480174684001","55","210.6809229037704","32.29629550797321","129.0","263.0","206.0","1123140.0","324.46764209341586","41.52722646812937","191.0","376.0","324.0","1729737.0","326.59435131136445","700.1684485067518","341.8717802942184","196.66666666666666","315.7083333333333","7.163505554061549","9","82","1","0","0","1","0","0"
"61","61","","2","225.3769849654374","346.45135325745014","54","214.9306768558952","36.600324157840205","131.0","263.0","209.0","1181259.0","335.16757641921396","44.144494857536955","196.0","368.0","334.0","1842081.0","322.129663374864","697.9864996548796","337.4059886430105","200.5909090909091","324.3181818181818","7.163505554061549","9","82","1","0","0","1","0","0"
"62","62","","2","221.73171109352677","346.93385030536353","53","211.70052083333334","33.39600822418847","126.0","251.0","208.0","1138102.0","335.4895833333333","44.36007301075365","193.0","367.0","335.0","1803592.0","317.1111810155581","695.3681610326331","335.49207793535","199.42857142857142","322.9047619047619","7.163505554061549","9","82","1","0","0","1","0","0"
"63","63","","2","211.64224656833773","352.4779953873751","52","202.7319857757814","31.17942484737892","117.0","235.0","199.0","1083197.0","340.3061950215235","44.96183552597262","207.0","383.0","339.0","1818256.0","315.36562193406036","694.059191114337","332.5933308958983","190.52173913043478","325.7826086956522","7.163505554061549","9","82","1","0","0","1","0","0"
"64","64","","2","207.4793049767898","341.17112484843","51","200.5955414012739","29.573407470788126","124.0","247.0","197.0","1070779.0","332.92188085425255","40.35164995136268","193.0","384.0","333.0","1777137.0","314.9292321636859","692.7502211960409","332.5704827409853","190.04545454545453","324.45454545454544","7.163505554061549","9","82","1","0","0","1","0","0"
"65","65","","2","211.78669041102233","352.03404340656573","50","202.0317341795781","31.202417411965655","118.0","236.0","198.0","1082284.0","340.4140377076722","44.1599663259407","189.0","385.0","340.0","1823598.0","312.52908842662663","693.1865445021396","332.578098792623","192.1904761904762","330.14285714285717","7.163505554061549","9","82","1","0","0","1","0","0"
"66","66","","2","206.29205568393337","353.64264705713475","49","197.35905099943957","30.690666698812734","119.0","233.0","193.0","1056463.0","341.5639828133757","45.09021088956531","203.0","391.0","339.0","1828392.0","307.6446251394265","691.6594129307941","332.5514426118912","187.3913043478261","330.2608695652174","7.163505554061549","9","82","1","0","0","1","0","0"
"67","67","","2","204.2915235213787","363.98383916291925","48","195.3754116355653","28.6393150570924","120.0","224.0","192.0","1067922.0","351.91126966703257","45.40364049429441","202.0","394.0","351.0","1923547.0","302.0047869639086","689.4777964003007","334.74625817930695","184.08695652173913","336.0869565217391","7.163505554061549","9","82","1","0","0","1","0","0"
"68","68","","2","193.1990165682951","367.1136076473284","47","184.62564821303434","27.202140005055508","110.0","188.0","181.0","1317304.0","354.876944639103","46.914182933627245","212.0","491.0","353.0","2532047.0","296.11352506385384","688.6051497881033","334.73102607603164","177.25","347.85714285714283","7.879856109467704","9","82","1","0","0","1","0","0"
"69","69","","2","189.614600026294","375.07169610886285","46","182.47553017944534","26.344396362370034","109.0","204.0","179.0","1118575.0","362.2600326264274","46.9601732717633","225.0","414.0","359.0","2220654.0","291.9501041109146","687.9506648289553","332.48670617297125","174.8","352.32","7.513148009015777","9","82","1","0","0","1","0","0"
"70","70","","2","184.40821836700522","371.70024422137584","45","178.1090027108004","23.979189518322165","106.0","203.0","176.0","1248366.0","361.41047224996436","43.74260223061005","221.0","444.0","359.0","2533126.0","289.23097525591186","686.6201983233303","332.46766604387716","172.41379310344828","354.1034482758621","7.879856109467704","9","82","1","0","0","1","0","0"
"71","71","","2","183.91124081340882","379.53869402821624","44","177.09524693650204","23.1924736387885","107.0","187.0","175.0","953835.0","366.70181953212034","45.541229133678854","220.0","413.0","364.0","1975056.0","283.9942980114188","683.1296118745408","332.406737630776","170.04347826086956","360.2608695652174","7.163505554061549","9","82","1","0","0","1","0","0"
"72","72","","2","182.22089542019896","400.69753299474337","43","176.17059925093633","22.17814093221722","110.0","177.0","174.0","940751.0","386.17191011235957","50.24771040103552","221.0","429.0","382.0","2062158.0","280.9395696187978","682.6932885684421","335.9079578765159","169.1818181818182","373.0","7.163505554061549","9","82","1","0","0","1","0","0"
"73","73","","2","170.8370270310539","389.3852822888917","42","167.4073126142596","18.942660191045963","111.0","177.0","166.0","915718.0","377.82102376599636","44.77685226610167","239.0","444.0","376.0","2066681.0","277.93461802092537","681.1232967408675","337.79689117108893","162.8695652173913","366.5217391304348","7.163505554061549","9","82","1","0","0","1","0","0"
"74","74","","1","170.08829016291259","399.57990604228866","41","166.7709300167069","19.761948153177514","102.0","175.0","166.0","898395.0","388.56005197698164","51.345384954304556","215.0","461.0","383.0","2093173.0","272.9327500812942","678.9233794028056","336.6028608054702","161.7826086956522","370.7391304347826","7.163505554061549","9","82","1","0","0","1","0","0"
"75","75","","2","187.63098654862148","350.6392968827958","114","186.57455770850885","21.228164292975222","127.0","168.0","185.0","664392.0","343.8070766638585","39.340006160881835","201.0","329.0","344.0","1224297.0","458.8958546126186","726.7860283858196","448.5816073802846","186.0","344.35714285714283","6.2092132305915495","18","83","1","0","0","1","0","0"
"76","76","","2","186.8876586500674","349.2082570034613","113","185.63945351549484","21.62467784236229","119.0","170.0","185.0","1114208.0","345.0009996667777","41.45911869034234","208.0","353.0","344.0","2070696.0","458.71526029537637","726.0670536646849","450.0263619182231","183.08695652173913","342.2173913043478","7.513148009015776","18","83","1","0","0","1","0","0"
"77","77","","2","187.25141980335871","346.11524041069396","112","186.40564458263574","21.138764742283993","123.0","192.0","185.0","779362.0","342.9143745515427","39.11261298200073","211.0","352.0","342.0","1433725.0","458.71526029537637","726.7447291319751","449.5470454374666","182.1764705882353","339.4117647058824","6.512277776419589","18","83","1","0","0","1","0","0"
"78","78","","2","188.29138350990868","341.8434647711504","111","187.20718970123878","20.963793277165884","128.0","192.0","186.0","770732.0","338.14379402477533","37.716955410615945","217.0","349.0","339.0","1392138.0","457.35990936079577","726.827327639664","448.10909599519715","182.11111111111111","333.77777777777777","6.512277776419589","18","83","1","0","0","1","0","0"
"79","79","","2","188.6703989155464","345.59637294068426","110","187.00309450130922","20.530401149859745","120.0","206.0","186.0","785600.0","340.0535586765056","37.63275849227086","217.0","388.0","340.0","1428565.0","454.5666089839458","726.9017888646646","443.795247668389","183.61111111111111","337.3333333333333","6.512277776419589","18","83","1","0","0","1","0","0"
"80","80","","2","187.8633473138181","344.85575566488467","109","186.37569866342648","21.296818765144177","122.0","204.0","185.0","766936.0","337.1224787363305","39.04811819964719","215.0","382.0","336.0","1387259.0","455.5584039166149","727.2985068377322","441.8779817453631","181.2","332.3","6.512277776419589","18","83","1","0","0","1","0","0"
"81","81","","2","185.39150501071828","338.94442264563344","108","183.1944179389313","21.486449533877977","116.0","211.0","182.0","767951.0","332.0326812977099","37.70569616678818","212.0","387.0","332.0","1391881.0","455.5584039166149","728.1332420377121","440.91934878385024","177.4","325.05","6.512277776419589","18","83","1","0","0","1","0","0"
"82","82","","2","187.65346205149302","339.57379643801823","107","185.89949016751638","20.854944271458752","100.0","276.0","184.0","765720.0","331.6846321922797","38.2074210986258","211.0","448.0","331.0","1366209.0","452.4672586397624","727.7365240646444","439.9607158223373","184.7","331.45","6.512277776419589","18","83","1","0","0","1","0","0"
"83","83","","2","186.42362030505316","337.19552531839565","106","184.50977121067683","20.376249930615064","120.0","231.0","184.0","774203.0","330.4280266920877","36.86622165264344","209.0","406.0","330.0","1386476.0","450.15327474366893","727.9348830511782","438.0434498993115","180.78947368421052","331.2105263157895","6.512277776419589","18","83","1","0","0","1","0","0"
"84","84","","2","185.13855088295003","334.4265839512188","105","182.90584809512254","20.66152014786444","120.0","283.0","182.0","753755.0","326.4353312302839","37.98073418033035","211.0","444.0","327.0","1345240.0","444.8307440784118","729.6043534511375","436.12618397628574","178.9375","323.8125","6.512277776419589","18","83","1","0","0","1","0","0"
