"Label","ID","Detection quality","Spot N links","Spot center intensity","Spot center intensity","Spot frame","Spot intensity","Spot intensity","Spot intensity","Spot intensity","Spot intensity","Spot intensity","Spot intensity","Spot intensity","Spot intensity","Spot intensity","Spot intensity","Spot intensity","Spot position","Spot position","Spot position","Spot quick mean","Spot quick mean","Spot radius","Spot track ID","Track N spots","AP","AP","Somite","Somite"
"",""," "," ","Center ch1","Center ch2"," ","Mean ch1","Std ch1","Min ch1","Max ch1","Median ch1","Sum ch1","Mean ch2","Std ch2","Min ch2","Max ch2","Median ch2","Sum ch2","X","Y","Z","Mean ch1","Mean ch2"," "," "," ","Anterior","Posterior","16","17"
"","","","","(Counts)","(Counts)","","(Counts)","(Counts)","(Counts)","(Counts)","(Counts)","(Counts)","(Counts)","(Counts)","(Counts)","(Counts)","(Counts)","(Counts)","(micron)","(micron)","(micron)","(Counts)","(Counts)","(micron)","","","","","",""
"366","366","","2","225.8274153042306","5406.31768403328","26","216.85323741007196","38.832457129734266","124.0","400.0","212.0","301426.0","4798.881294964029","1284.4411181128419","2174.0","5594.0","4793.0","6670445.0","290.02364636786683","563.8397365421101","111.46231077860604","196.16666666666666","3227.3333333333335","3.8554328942953164","6","131","0","1","1","0"
"367","367","","2","220.08919822364115","5431.509367314933","25","213.54817987152035","39.098036102110164","126.0","370.0","209.0","299181.0","4816.154175588865","1383.8407037501704","2128.0","5200.0","4891.0","6747432.0","290.02364636786683","563.8397365421101","111.46231077860604","192.66666666666666","3227.6666666666665","3.8554328942953164","6","131","0","1","1","0"
"368","368","","2","213.89291081578972","5525.579238644803","24","207.89009399855388","38.42843720509448","123.0","283.0","203.0","287512.0","4908.163412870571","1331.4280862909272","2106.0","4223.0","4854.0","6787990.0","289.4793361083864","563.2627339683214","111.19528629668068","182.5","3108.8333333333335","3.8554328942953164","6","131","0","1","1","0"
"369","369","","2","207.9924176184805","5467.021781948014","23","201.1826024442847","33.4731033330881","128.0","264.0","197.0","279845.0","4837.166786484543","1413.157248706713","1911.0","5330.0","4789.0","6728499.0","288.99330297196434","564.4411269153877","111.21371786813788","180.33333333333334","3139.6666666666665","3.8554328942953164","6","131","0","1","1","0"
"370","370","","2","192.74457620683108","5222.883321260453","22","188.2207239176721","27.39637442396063","122.0","243.0","186.0","265203.0","4657.97232079489","1268.6889421941921","1934.0","4243.0","4627.0","6563083.0","288.6450375610599","564.7977803737276","111.15295367483873","186.4","3433.2","3.8554328942953164","6","131","0","1","1","0"
"371","371","","2","185.7793154579423","4956.340496333209","21","179.76628895184135","23.4950554285759","115.0","249.0","178.0","253830.0","4374.444050991501","1222.8903935579394","1829.0","4683.0","4294.0","6176715.0","288.6450375610599","564.7977803737276","111.15295367483873","170.25","3149.25","3.8554328942953164","6","131","0","1","1","0"
"372","372","","2","176.0454604556195","4715.814393947732","20","170.80203784570597","21.62647473669262","105.0","214.0","169.0","234682.0","4185.414847161572","1176.2771576431085","1637.0","3121.0","4212.0","5750760.0","288.62335830584374","565.5006353763407","111.25240417069479","166.83333333333334","3133.0","3.8554328942953164","6","131","0","1","1","0"
"373","373","","2","168.55085277047107","4855.554927509285","19","164.56195965417868","20.557613687189214","114.0","203.0","164.0","228412.0","4312.837175792507","1159.28222180458","1735.0","3594.0","4384.0","5986218.0","288.47113774351527","566.7909448668092","111.39790026602184","161.25","3062.5","3.8554328942953164","6","131","0","1","1","0"
"374","374","","2","168.56382021502037","4955.787376680152","18","163.55154639175257","19.72959972217336","107.0","195.0","162.0","222103.0","4439.356406480118","1087.4451549369153","1814.0","4048.0","4476.0","6028646.0","287.8834689736025","567.6196522982467","111.3297767758086","159.25","3048.125","3.8554328942953164","6","131","0","1","1","0"
"375","375","","2","165.62143671394193","5142.36296563994","17","161.63795620437955","20.428471414239617","108.0","193.0","161.0","221444.0","4649.116058394161","1020.8378069070269","2176.0","4703.0","4735.0","6369289.0","287.5062978890765","568.9134457600707","111.40161324365086","155.66666666666666","3766.0","3.8554328942953164","6","131","0","1","1","0"
"376","376","","2","163.4333006389553","4998.252619566422","16","158.68432355046528","18.778489086017856","104.0","198.0","158.0","221682.0","4522.975662133143","1044.6972070516752","1825.0","5291.0","4604.0","6318597.0","286.0405062855897","569.0532340743172","110.93940074764241","148.66666666666666","3256.1666666666665","3.8554328942953164","6","131","0","1","1","0"
"377","377","","2","160.4346390230252","4909.605571149655","15","155.6167883211679","18.269786773320465","100.0","221.0","155.0","213195.0","4413.624817518248","1009.4770319958988","1770.0","4579.0","4441.0","6046666.0","285.8155557633921","569.0567180456727","110.86574112015762","147.6","3253.2","3.8554328942953164","6","131","0","1","1","0"
"378","378","","2","156.14295291886452","4680.230624369084","14","151.74659985683607","18.373128354268783","99.0","230.0","150.0","211990.0","4318.950608446671","827.3454848391063","2052.0","4846.0","4357.0","6033574.0","285.8155557633921","569.0567180456727","110.86574112015762","141.33333333333334","3302.0","3.8554328942953164","6","131","0","1","1","0"
"379","379","","2","152.70577315105047","4692.626390924758","13","148.70364854802682","18.2463693410427","101.0","198.0","148.0","199709.0","4245.836932241251","1064.5796534387484","1808.0","4642.0","4312.0","5702159.0","285.83000860020286","568.5881480439307","110.79944078958691","139.8","3502.0","3.8554328942953164","6","131","0","1","1","0"
"380","380","","2","146.18352696955995","4504.621957204703","12","144.0262784090909","16.085636754797548","102.0","202.0","143.0","202789.0","4124.683948863636","919.8747351285522","1696.0","5828.0","4164.0","5807555.0","284.9079372888631","570.0573365038525","110.71830136950057","136.4","2991.2","3.8554328942953164","6","131","0","1","1","0"
"381","381","","2","143.04443306556385","4176.900946788849","11","140.27084818246615","15.914515702665897","99.0","195.0","140.0","196800.0","3887.743406985032","967.3579485327676","1407.0","5723.0","3956.0","5454504.0","284.00780071365887","570.0816149166479","109.24412568523704","135.83333333333334","3399.0","3.8554328942953164","6","131","0","1","1","0"
"382","382","","2","147.8255646647904","4718.10798477353","10","144.8257142857143","16.829198610314567","92.0","186.0","144.0","202756.0","4307.925714285714","1006.1607695196079","1741.0","6031.0","4288.0","6031096.0","284.3402427593452","569.0664528379997","107.03475322967662","136.33333333333334","3426.1666666666665","3.8554328942953164","6","131","0","1","1","0"
"383","383","","2","142.99523765532365","4816.487423700449","9","139.88665710186513","16.54470529754747","92.0","185.0","139.0","195002.0","4257.809182209469","1213.2948404570639","1990.0","6430.0","4219.0","5935386.0","283.5300592117958","569.925629663877","105.23004795815145","132.6","3071.6","3.8554328942953164","6","131","0","1","1","0"
"384","384","","2","141.17701035448775","4592.370935246519","8","137.51357142857142","15.625526258880008","92.0","165.0","136.0","192519.0","3968.9128571428573","1071.9817049826083","1743.0","5426.0","3893.0","5556478.0","281.8610882284184","569.5263513890362","105.40642758701766","127.625","2882.25","3.8554328942953164","6","131","0","1","1","0"
"385","385","","2","139.11880052948794","4381.49198188127","7","135.695558739255","14.940445993932803","96.0","159.0","135.0","189431.0","3863.163323782235","936.5425130139922","1722.0","5305.0","3793.0","5392976.0","280.29366099144085","569.3164541876539","104.85766002933877","129.0","2958.25","3.8554328942953164","6","131","0","1","1","0"
"386","386","","2","136.0913889156097","4341.5014692097175","6","133.73023930384338","13.88673989847883","91.0","172.0","133.0","184414.0","3828.244379985497","970.5873345826279","1859.0","4580.0","3862.0","5279149.0","280.62024714712913","569.6626557319272","105.017874718494","125.66666666666667","2652.1666666666665","3.8554328942953164","6","131","0","1","1","0"
"387","387","","2","138.53987193031412","4855.741330053977","5","135.01814223512338","14.748448620311597","97.0","167.0","134.0","186055.0","4256.748911465893","1080.7318928392817","1939.0","4685.0","4184.0","5865800.0","280.2575288994139","570.4878791920091","105.02341085576556","125.5","2909.375","3.8554328942953164","6","131","0","1","1","0"
"388","388","","2","136.71709415601788","5206.822523631893","4","133.44729136163983","14.362030348625035","90.0","147.0","133.0","182289.0","4539.02635431918","1300.0344219312183","1642.0","5243.0","4516.0","6200310.0","280.4312388807398","571.0567787710393","105.75761013357405","124.85714285714286","3207.0","3.8554328942953164","6","131","0","1","1","0"
"389","389","","2","133.11137115738447","4963.8736628160605","3","130.06946454413892","13.57099313777972","90.0","144.0","130.0","179756.0","4339.186685962373","1238.9590851406033","1793.0","5702.0","4289.0","5996756.0","279.2193034730721","570.2559431104461","105.23645660390898","121.71428571428571","2837.4285714285716","3.8554328942953164","6","131","0","1","1","0"
"390","390","","2","129.79983802154737","4549.029718248614","2","126.98388278388278","12.84116951344599","82.0","142.0","126.0","173333.0","3993.308424908425","1078.5855810662883","1844.0","5480.0","3952.0","5450866.0","278.96544727725296","571.1965670852858","105.29539763756561","119.85714285714286","2869.285714285714","3.8554328942953164","6","131","0","1","1","0"
"391","391","","2","129.1177307637803","4882.137760676408","1","126.18135838150289","12.875045480652934","92.0","141.0","126.0","174635.0","4318.133670520231","1046.4249091927918","1896.0","5950.0","4288.0","5976297.0","278.35635459680833","572.097953120618","106.65937492276204","119.42857142857143","3170.714285714286","3.8554328942953164","6","131","0","1","1","0"
"392","392","","1","129.70623053483075","4946.698413739644","0","125.65150403521643","14.13074735687998","87.0","0.0","125.0","171263.0","4207.483492296405","1251.650474068289","1729.0","0.0","4132.0","5734800.0","277.57264097831955","571.9930045199268","106.3849911439226","118.4","2780.6","3.8554328942953164","6","131","0","1","1","0"
"393","393","","1","159.74291826223885","6390.801377460558","130","159.27227369921596","15.594953082959242","117.0","191.0","158.0","223459.0","6099.934426229508","792.60746849919","3520.0","7499.0","6261.0","8558208.0","305.2009872046519","581.1028339320051","129.24407737409155","156.83333333333334","5322.0","3.8554328942953164","10","131","0","1","1","0"
"394","394","","2","159.66211372846982","6308.3958915009025","129","159.6071169208424","15.902556888491155","115.0","192.0","159.0","219779.0","5971.386347131445","876.2787534940526","3562.0","7132.0","6034.0","8222599.0","305.077672315945","581.4560034189894","129.2569728082772","159.625","5402.25","3.8554328942953164","10","131","0","1","1","0"
"395","395","","2","158.65705869302386","6389.717191453405","128","158.44396240057844","16.582107401651847","104.0","194.0","158.0","219128.0","6043.441793203181","913.6680415806143","3313.0","7271.0","6126.0","8358080.0","304.9032478974436","580.3107482381322","130.20683159411712","155.0","4885.428571428572","3.8554328942953164","10","131","0","1","1","0"
"396","396","","2","158.4828917298824","6458.899781327428","127","158.06628652886673","15.844213840848436","115.0","200.0","158.0","221767.0","6079.4967925873125","949.1973922953786","3532.0","7725.0","6191.0","8529534.0","305.11374558283035","580.7758342685187","130.34679155217262","158.125","5358.375","3.8554328942953164","10","131","0","1","1","0"
"397","397","","2","156.76365548389654","6182.63020166983","126","156.79327610872676","15.993047361882432","104.0","198.0","156.0","219197.0","5821.484978540772","996.3022776640435","3573.0","8716.0","5822.0","8138436.0","305.0048835309343","580.6604337537609","130.29338665578754","159.0","5558.0","3.8554328942953164","10","131","0","1","1","0"
"398","398","","2","158.65231506057614","5944.365363720018","125","158.32434402332362","15.964097824054285","121.0","200.0","158.0","217221.0","5580.587463556852","1070.7333426015539","3195.0","9232.0","5494.0","7656566.0","305.5051925495447","581.0041268020946","129.52637992832132","160.0","4954.714285714285","3.8554328942953164","10","131","0","1","1","0"
"399","399","","2","161.9069874779555","6061.939109369503","124","161.6324850299401","16.819298487459665","117.0","204.0","161.0","215941.0","5656.9124251497005","1240.889730560716","3248.0","11809.0","5522.0","7557635.0","306.76048646764474","580.3992524574614","129.8486324662743","161.0","5223.5","3.8554328942953164","10","131","0","1","1","0"
"400","400","","2","161.97005004850453","5826.692278483673","123","161.46769456681352","17.042391683651687","112.0","193.0","160.0","219919.0","5407.509544787078","1231.2899612527472","2841.0","7105.0","5314.0","7365028.0","306.88380135635157","580.0460829704771","129.83573703208864","164.33333333333334","5147.5","3.8554328942953164","10","131","0","1","1","0"
"401","401","","2","165.4479286190401","6658.812304774025","122","164.52192667145937","17.305820562747545","118.0","205.0","164.0","228850.0","6138.432063263839","1245.150552663631","3812.0","6895.0","6039.0","8538559.0","307.9781073519229","578.4298191003342","129.16435719676767","164.125","5322.75","3.8554328942953164","10","131","0","1","1","0"
"402","402","","2","162.35919822040964","6343.025063992154","121","161.84105488239487","16.455350803627745","116.0","222.0","161.0","227063.0","5870.0185317177475","1146.6378581259708","3472.0","6227.0","5789.0","8235636.0","307.8580975129589","577.5714274697101","127.81236947616553","160.42857142857142","4794.285714285715","3.8554328942953164","10","131","0","1","1","0"
"403","403","","2","161.58981684387382","6043.701310661613","120","161.25128960943258","17.272911556268273","98.0","213.0","161.0","218818.0","5714.74649963154","932.166561893313","3529.0","9352.0","5702.0","7754911.0","307.74141907532413","578.44270952771","127.90616333906254","161.33333333333334","5207.0","3.8554328942953164","10","131","0","1","1","0"
"404","404","","2","161.17410330927777","5275.465614157896","119","161.86828919112384","17.681189825545356","102.0","215.0","161.0","226130.0","5002.5805297065135","699.1680812702012","3122.0","5927.0","5010.0","6988605.0","306.7826306613901","579.1868105878461","130.32171142761547","161.125","4730.875","3.8554328942953164","10","131","0","1","1","0"
"405","405","","2","155.30184521241674","4343.264890680791","118","155.68776978417267","16.52823341141401","109.0","213.0","156.0","216406.0","4213.390647482014","483.8918975587198","3006.0","7612.0","4242.0","5856613.0","307.30763176551466","578.673644559734","129.33970415089922","157.5","4366.333333333333","3.8554328942953164","10","131","0","1","1","0"
"406","406","","2","153.40467806469255","3835.238419949708","117","153.96656976744185","15.89205546999225","112.0","208.0","154.0","211858.0","3752.5552325581393","355.96159527508325","2708.0","7461.0","3778.0","5163516.0","307.0271845184278","577.563538986386","131.72847003558823","156.5","3908.5","3.8554328942953164","10","131","0","1","1","0"
"407","407","","2","154.70395197688353","4218.140812254235","116","154.8918918918919","15.982537985809266","99.0","207.0","155.0","212047.0","4073.489408327246","420.5332368396785","2588.0","7029.0","4091.0","5576607.0","308.37655413423516","577.4310933509961","128.79768822040882","159.25","4218.75","3.8554328942953164","10","131","0","1","1","0"
"408","408","","2","153.56919560578564","4037.0782268974453","115","153.60057265569077","15.423141534744815","104.0","225.0","153.0","214580.0","3910.4230493915534","424.02910589824","2663.0","6959.0","3920.0","5462861.0","307.5570004257961","576.8212513184362","128.8294360130216","156.16666666666666","3887.6666666666665","3.8554328942953164","10","131","0","1","1","0"
"409","409","","2","156.41427049040314","4222.2806017772355","114","156.07945597709377","16.354073395006868","106.0","217.0","156.0","218043.0","4036.886900501074","506.315645664454","2564.0","6232.0","4068.0","5639531.0","307.4481383739","576.7058508036785","128.77603111663652","156.33333333333334","3811.3333333333335","3.8554328942953164","10","131","0","1","1","0"
"410","410","","2","158.35869793603095","4608.9264422006745","113","157.98983297022514","16.151442121460697","108.0","218.0","158.0","217552.0","4379.705882352941","624.720570024851","2659.0","6528.0","4371.0","6030855.0","307.9383040819605","575.6625153300804","129.25596292647478","160.16666666666666","4358.5","3.8554328942953164","10","131","0","1","1","0"
"411","411","","2","163.0229390108614","4491.816089551505","112","162.59537572254337","16.811003575577875","112.0","207.0","163.0","225032.0","4279.880057803468","618.6251276097605","2592.0","6105.0","4230.0","5923354.0","308.10054187586553","575.3932893628146","129.50678654934552","163.0","4228.333333333333","3.8554328942953164","10","131","0","1","1","0"
"412","412","","2","160.90757035142525","4340.657222691289","111","160.61423487544485","16.747047945468307","108.0","216.0","161.0","225663.0","4140.498220640569","567.2981230634422","2374.0","8826.0","4141.0","5817400.0","306.64933066105857","574.5795231448576","129.88800272928808","159.8","3833.4","3.8554328942953164","10","131","0","1","1","0"
"413","413","","2","158.76382914271846","4294.393036953751","110","158.55357142857142","15.906187720079457","110.0","207.0","158.0","213096.0","4084.686011904762","512.7839971873398","2651.0","6611.0","4064.0","5489818.0","304.97087195558714","574.1397965340407","129.9799262892033","156.75","3909.125","3.8554328942953164","10","131","0","1","1","0"
"414","414","","2","160.78131557680504","4510.615085943197","109","160.55865522174534","16.66570317531529","116.0","224.0","160.0","224461.0","4247.387696709585","622.2350631219449","2489.0","6263.0","4205.0","5937848.0","307.3158982160202","572.5490937885056","130.2655795146997","160.2","3859.8","3.8554328942953164","10","131","0","1","1","0"
"415","415","","2","163.33373758596497","4707.422208660202","108","162.2059040590406","16.694835808247667","116.0","205.0","161.0","219789.0","4369.207380073801","721.2144047859497","2409.0","5597.0","4353.0","5920276.0","306.9893120603319","572.2028922442324","130.10536482554448","165.75","4094.25","3.8554328942953164","10","131","0","1","1","0"
"416","416","","2","163.64024096440022","4724.1270612545995","107","162.97347670250895","16.820088135221187","114.0","207.0","163.0","227348.0","4371.516845878136","685.6657900003801","2677.0","5882.0","4329.0","6098266.0","307.7947049340368","571.6049858423104","130.28029810852786","162.42857142857142","3721.8571428571427","3.8554328942953164","10","131","0","1","1","0"
"417","417","","2","164.93746699151603","4752.824480381767","106","163.7709219858156","17.560056288748918","116.0","371.0","163.0","230917.0","4439.514893617022","632.9361156259099","2598.0","5090.0","4395.0","6259716.0","307.2503946745564","571.0279832685217","130.01327362660248","164.66666666666666","3896.0","3.8554328942953164","10","131","0","1","1","0"
"418","418","","2","165.37383383586214","4602.36569746558","105","164.54680534918276","16.853569029826364","114.0","208.0","164.0","221480.0","4351.511144130758","547.5178979491","2975.0","6211.0","4340.0","5857134.0","306.51722686091904","571.5141523221308","130.04211723765053","164.25","3802.125","3.8554328942953164","10","131","0","1","1","0"
"419","419","","2","167.17835004774358","4585.171445096796","104","166.57695060844668","17.118225717815168","123.0","234.0","166.0","232708.0","4283.521832498211","622.4078547606057","2503.0","6658.0","4302.0","5984080.0","305.7168679884715","571.218464333719","130.158396197044","165.42857142857142","3617.285714285714","3.8554328942953164","10","131","0","1","1","0"
"420","420","","2","167.2678520690651","4484.346669753051","103","166.36807580174928","17.872412754058555","107.0","239.0","165.0","228257.0","4217.570699708454","556.6742484811457","2524.0","6695.0","4195.0","5786507.0","305.0709220955004","570.2917762443014","129.8048166534482","164.33333333333334","3572.5","3.8554328942953164","10","131","0","1","1","0"
"421","421","","2","166.19660142106255","4474.224896838968","102","166.0391459074733","17.287102362799722","111.0","371.0","165.0","233285.0","4184.157295373666","611.5681668272483","2565.0","5079.0","4172.0","5878741.0","303.63403616563517","569.4944245550638","129.21000349629833","163.16666666666666","3600.1666666666665","3.8554328942953164","10","131","0","1","1","0"
"422","422","","2","166.20674437330314","4432.7456984781165","101","165.87246811702926","17.500886283432244","110.0","226.0","165.0","221108.0","4157.553638409602","590.4581665177881","2719.0","6597.0","4120.0","5542019.0","302.4919810559456","569.4952704736379","128.83119926335482","164.33333333333334","3700.1666666666665","3.8554328942953164","10","131","0","1","1","0"
"423","423","","2","166.70125362687298","4240.989943181835","100","166.14542836573074","17.714242781241555","109.0","218.0","166.0","230776.0","4009.161987041037","512.084302875396","2585.0","7651.0","4015.0","5568726.0","302.6362949545754","568.0685309387715","127.94795089324367","164.83333333333334","3532.8333333333335","3.8554328942953164","10","131","0","1","1","0"
"424","424","","2","167.34783098072256","4270.142692160953","99","166.22014388489208","17.729765659253765","108.0","221.0","166.0","231046.0","4065.4964028776976","505.2929789612002","2649.0","7962.0","4040.0","5651040.0","300.88708586961394","569.0184717756302","128.1057685853595","168.2","3459.0","3.8554328942953164","10","131","0","1","1","0"
"425","425","","2","168.73181112325767","4208.565961253954","98","167.8349587396849","18.3955882172304","114.0","233.0","167.0","223724.0","3992.755438859715","524.9227143693272","2624.0","6152.0","4007.0","5322343.0","300.37890770216046","567.2700441974863","127.67299327700738","164.0","3544.4","3.8554328942953164","10","131","0","1","1","0"
"426","426","","2","168.35842225409195","4392.752146947848","97","167.24982001439884","17.441097091724778","105.0","281.0","167.0","232310.0","4133.295896328294","646.6349681070644","2469.0","6712.0","4068.0","5741148.0","300.161380254146","566.788443977342","127.52816728623831","166.14285714285714","3631.5714285714284","3.8554328942953164","10","131","0","1","1","0"
"427","427","","2","168.95013970578495","4561.168679949215","96","168.3907142857143","18.197221494264006","116.0","265.0","167.0","235747.0","4289.302857142857","606.070590625378","2511.0","8827.0","4257.0","6005024.0","299.38700362194066","567.3338638545847","126.87920078552726","167.5","3949.8333333333335","3.8554328942953164","10","131","0","1","1","0"
"428","428","","2","171.12017977993767","4774.06380851463","95","170.52714285714285","18.177800452371223","126.0","235.0","170.0","238738.0","4502.7414285714285","663.7527886202079","2757.0","5415.0","4438.0","6303838.0","298.73383131056414","566.6414607660381","126.55877140721682","169.83333333333334","3919.1666666666665","3.8554328942953164","10","131","0","1","1","0"
"429","429","","2","173.66189257359946","4765.6669269059375","94","172.8939828080229","18.63380958968924","117.0","231.0","172.0","241360.0","4484.68553008596","623.8253896791896","2633.0","7824.0","4424.0","6260621.0","298.61051642185726","566.9946302530225","126.57166684140246","168.5","3798.75","3.8554328942953164","10","131","0","1","1","0"
"430","430","","2","175.5289508842148","4550.603158015885","93","174.16483516483515","18.549883450241172","108.0","291.0","174.0","237735.0","4306.334798534798","583.1098546904752","2679.0","6532.0","4270.0","5878147.0","297.05104340125456","566.0385071421381","127.09325389676478","175.625","4034.75","3.8554328942953164","10","131","0","1","1","0"
"431","431","","2","176.1282193378897","4295.504635360272","92","175.18162393162393","18.74430654157343","122.0","371.0","175.0","245955.0","4050.7236467236467","603.8443536238212","2561.0","5076.0","3974.0","5687216.0","297.29767317866833","565.3321681681695","127.0674630283935","171.6","3649.0","3.8554328942953164","10","131","0","1","1","0"
"432","432","","2","179.5305105254618","4419.068633907158","91","179.06816533720087","20.63402843618524","116.0","223.0","177.0","246935.0","4178.692530819434","619.4353541201951","2643.0","7229.0","4117.0","5762417.0","296.99193371153973","565.2061561627135","126.5540115112701","181.5","3606.1666666666665","3.8554328942953164","10","131","0","1","1","0"
"433","433","","2","182.49799801657255","4551.803815685438","90","181.41297935103245","20.67043687403366","130.0","213.0","180.0","245996.0","4287.04203539823","678.8981090798268","2577.0","7319.0","4287.0","5813229.0","296.00523736893814","564.3113417823063","126.88020365930643","179.0","3681.6","3.8554328942953164","10","131","0","1","1","0"
"434","434","","2","182.22111789120368","4475.768669040312","89","182.0102115244347","20.998537610510922","126.0","211.0","181.0","249536.0","4191.067104303428","630.0999769046063","2596.0","7224.0","4179.0","5745953.0","295.4620482189828","562.7207999186287","127.6406515597098","190.0","3813.5","3.8554328942953164","10","131","0","1","1","0"
"435","435","","2","183.45859315446415","4375.884647452692","88","182.31128684399712","20.265685155396568","126.0","369.0","181.0","253595.0","4069.682961897915","676.1648032404147","2416.0","5055.0","4024.0","5660929.0","294.82332874441704","561.5598268283402","127.25392185082866","176.6","3801.0","3.8554328942953164","10","131","0","1","1","0"
"436","436","","2","178.2240245424113","4271.1681333071365","87","178.40330697340042","19.935412704620436","125.0","430.0","177.0","248159.0","4027.3048166786484","597.121679246118","2513.0","5785.0","4041.0","5601981.0","293.77363113065445","560.4897652004813","126.98359194403432","180.0","3851.8333333333335","3.8554328942953164","10","131","0","1","1","0"
"437","437","","2","176.97094085254193","4195.829482293429","86","176.4831541218638","20.265956819906165","118.0","254.0","175.0","246194.0","4012.693906810036","509.12201291073507","2735.0","8831.0","3975.0","5597708.0","293.3871953820156","559.4417591742341","126.33576835752625","176.83333333333334","3741.6666666666665","3.8554328942953164","10","131","0","1","1","0"
"438","438","","2","179.7731692933549","4277.011394682867","85","179.8140703517588","20.132393392741694","122.0","843.0","178.0","214698.0","4169.769681742044","452.22346253720156","3084.0","7306.0","4133.0","4978705.0","293.09572368481133","559.0773116793488","127.48642867631003","179.5","3899.5","3.676011030057441","10","131","0","1","1","0"
"439","439","","2","177.12693555153908","4288.243968567525","84","177.73605150214593","19.297905706101442","120.0","277.0","177.0","248475.0","4223.605865522174","465.06601761325925","2947.0","5913.0","4223.0","5904601.0","291.9298883111061","558.1412242827085","127.19203283163463","180.83333333333334","4121.5","3.8554328942953164","10","131","0","1","1","0"
"440","440","","2","184.4569805065636","4502.228997808256","83","184.38439306358381","20.51529776622454","123.0","240.0","183.0","255188.0","4435.426300578035","536.7292058448463","3043.0","8550.0","4382.0","6138630.0","293.06752076822715","557.9608407566291","128.42319655564964","189.25","4114.5","3.8554328942953164","10","131","0","1","1","0"
"441","441","","2","191.75301180419373","4421.153291078982","82","192.1885838150289","23.408902207243397","136.0","846.0","190.0","265989.0","4363.436416184971","496.9406813536749","3127.0","7198.0","4288.0","6038996.0","293.3877533105279","558.254584617862","128.14533934291435","195.625","4205.125","3.8554328942953164","10","131","0","1","1","0"
"442","442","","2","200.6309989186498","4435.750858415128","81","201.45508100147276","27.366810982669435","137.0","738.0","198.0","273576.0","4368.112665684831","486.13720520654994","3055.0","7256.0","4337.0","5931897.0","293.5012786083901","558.2406706979664","128.99292351486727","206.0","4069.8333333333335","3.8554328942953164","10","131","0","1","1","0"
"443","443","","2","194.95190649691907","4271.946054920505","80","196.21255349500714","24.076736991104514","123.0","666.0","195.0","275090.0","4235.470042796006","483.9172061560172","3089.0","6889.0","4179.0","5938129.0","292.10743103959487","556.7871759608413","128.82118703218137","212.66666666666666","4001.0","3.8554328942953164","10","131","0","1","1","0"
"444","444","","2","198.7175391785786","4375.256370054967","79","198.5124087591241","23.569524606493648","134.0","437.0","196.0","271962.0","4268.8364963503645","367.10543621240555","3166.0","5725.0","4245.0","5848306.0","289.5085499742681","555.506146786754","127.64124630300151","204.0","3900.5714285714284","3.8554328942953164","10","131","0","1","1","0"
"445","445","","2","212.10370513203287","4066.700870500371","78","210.97700296735906","26.846594459442635","137.0","455.0","208.0","284397.0","3951.207715133531","341.47051081291784","2740.0","5891.0","3921.0","5326228.0","289.1541387360321","555.2477278400436","127.5459102821717","217.375","3755.375","3.8554328942953164","10","131","0","1","1","0"
"446","446","","2","237.09049031561472","4090.8701395279563","77","235.08953068592058","32.4374553603772","148.0","450.0","232.0","325599.0","3951.3783393501803","388.3249951298727","2785.0","8416.0","3932.0","5472659.0","289.7039801990504","554.9183420494994","127.69587408557689","243.8","3671.2","3.8554328942953164","10","131","0","1","1","0"
"447","447","","2","269.28851106852795","3924.946084330399","76","266.8298027757487","38.74996080027021","177.0","994.0","263.0","365290.0","3817.345507669832","353.9768444607367","2653.0","6221.0","3815.0","5225946.0","289.7604506893821","555.130260718626","126.86199961476451","272.8333333333333","3579.5","3.8554328942953164","10","131","0","1","1","0"
"448","448","","2","320.7751563615256","4005.022218703454","75","317.4135977337111","47.903976536880194","193.0","717.0","316.0","336141.0","3874.3323890462702","322.9995039984251","3003.0","4517.0","3882.0","4102918.0","290.06852300054055","554.1376273111956","126.7828122425319","326.0","3712.4","3.504938994813924","10","131","0","1","1","0"
"449","449","","2","369.05843587199263","3932.7064479048395","74","362.86299892125135","49.77538751025345","215.0","1261.0","364.0","336374.0","3810.3430420711975","330.05248439336845","2668.0","5455.0","3829.0","3532188.0","290.49419481185896","554.5404939478897","126.97300671461757","361.3333333333333","3616.3333333333335","3.3418282091431273","10","131","0","1","1","0"
"450","450","","2","421.76612010872213","4056.650481810196","73","410.13538748832866","60.19511397576482","246.0","819.0","412.0","439255.0","3937.1830065359477","459.62161817941956","2628.0","4047.0","3946.0","4216723.0","290.48960892579487","554.3089371285078","125.62409276184749","391.125","3513.125","3.504938994813924","10","131","0","1","1","0"
"451","451","","2","501.49662064537983","3889.4469948407964","72","481.8303094983992","66.55883923531744","281.0","889.0","478.0","451475.0","3747.9274279615797","425.64850354937937","2396.0","3991.0","3806.0","3511808.0","290.56570611236924","555.0951689617873","125.7545196722747","452.3333333333333","3434.0","3.3418282091431273","10","131","0","1","1","0"
"452","452","","2","561.1077054775669","3641.449790951081","71","534.2326359832635","87.8540138224819","319.0","1003.0","528.0","638408.0","3524.7514644351463","356.9110652951209","2412.0","4123.0","3567.0","4212078.0","290.39131816228615","554.5831497159536","126.09795298318788","506.6666666666667","3375.8333333333335","3.676011030057441","10","131","0","1","1","0"
